Id_lichens,Espece_lichens,Id_arbre,Id_quadrat
3730384,autre lichen foliacé,3730377,618
3730385,Xanthoria parietina (L.) Th.Fr. [1860],3730378,619
3730386,Physcia adscendens/tenella,3730378,620
3730387,Physconia grisea (Lam.) Poelt [1965],3730378,621
3730388,Phaeophyscia orbicularis (Neck.) Moberg [1977],3730378,622
3730389,Candelaria concolor (Dicks.) Stein,3730378,623
3730391,Hypogymnia physodes/tubulosa,3730378,624
3730392,Xanthoria parietina (L.) Th.Fr. [1860],3730379,625
3730393,Physcia adscendens/tenella,3730379,626
3730394,Physconia grisea (Lam.) Poelt [1965],3730379,627
3730395,Phaeophyscia orbicularis (Neck.) Moberg [1977],3730379,628
3730396,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3730379,629
3731549,Physcia adscendens/tenella,3731546,630
3731550,Xanthoria parietina (L.) Th.Fr. [1860],3731546,631
3731551,autre lichen foliacé,3731546,632
3731552,Physconia grisea (Lam.) Poelt [1965],3731546,633
3731553,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3731546,634
3731554,Candelariella sp.,3731546,635
3731555,Phaeophyscia orbicularis (Neck.) Moberg [1977],3731546,636
3731556,Physcia adscendens/tenella,3731547,637
3731557,Xanthoria parietina (L.) Th.Fr. [1860],3731547,638
3731558,autre lichen foliacé,3731547,639
3731559,Physconia grisea (Lam.) Poelt [1965],3731547,640
3731560,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3731547,641
3731561,Candelariella sp.,3731547,642
3731562,Phaeophyscia orbicularis (Neck.) Moberg [1977],3731547,643
3731563,Physcia adscendens/tenella,3731548,644
3731564,Xanthoria parietina (L.) Th.Fr. [1860],3731548,645
3731565,autre lichen foliacé,3731548,646
3731566,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3731548,647
3731567,Candelariella sp.,3731548,648
3731568,Phaeophyscia orbicularis (Neck.) Moberg [1977],3731548,649
3731569,Candelaria concolor (Dicks.) Stein,3731548,650
3731570,lichen crustacé à aspect poudreux,3731548,651
3732457,Xanthoria parietina (L.) Th.Fr. [1860],3732454,652
3732458,autre lichen foliacé,3732454,653
3732459,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3732454,654
3732460,Lecanora sp.,3732454,655
3732461,Phaeophyscia orbicularis (Neck.) Moberg [1977],3732454,656
3732462,Candelariella sp.,3732454,657
3732463,autre lichen foliacé,3732454,658
3732464,Physcia adscendens/tenella,3732454,659
3732465,Physconia grisea (Lam.) Poelt [1965],3732454,660
3732466,Xanthoria parietina (L.) Th.Fr. [1860],3732455,661
3732467,autre lichen foliacé,3732455,662
3732468,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3732455,663
3732469,Lecanora sp.,3732455,664
3732470,Candelaria concolor (Dicks.) Stein,3732455,665
3732471,Phaeophyscia orbicularis (Neck.) Moberg [1977],3732455,666
3732472,autre lichen foliacé,3732455,667
3732473,Physcia adscendens/tenella,3732455,668
3732474,Xanthoria parietina (L.) Th.Fr. [1860],3732456,669
3732475,autre lichen foliacé,3732456,670
3732476,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3732456,671
3732477,Lecanora sp.,3732456,672
3732478,Phaeophyscia orbicularis (Neck.) Moberg [1977],3732456,673
3732479,Candelariella sp.,3732456,674
3732480,autre lichen foliacé,3732456,675
3732481,Physcia adscendens/tenella,3732456,676
3732482,Amandinea punctata/Lecidella elaeochroma,3732456,677
3732483,Melanohalea exasperata (DeNot.) O. Blanco,3732456,678
3733291,Physconia grisea (Lam.) Poelt [1965],3733287,679
3733292,autre lichen foliacé,3733287,680
3733293,Phaeophyscia orbicularis (Neck.) Moberg [1977],3733287,681
3733294,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3733287,682
3733295,Physcia adscendens/tenella,3733287,683
3733296,Melanelixia glabratula/subaurifera,3733287,684
3733297,Xanthoria parietina (L.) Th.Fr. [1860],3733287,685
3733298,Physcia aipolia/stellaris,3733287,686
3733299,Physconia grisea (Lam.) Poelt [1965],3733288,687
3733300,autre lichen foliacé,3733288,688
3733301,Phaeophyscia orbicularis (Neck.) Moberg [1977],3733288,689
3733302,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3733288,690
3733303,Physcia adscendens/tenella,3733288,691
3733304,Melanelixia glabratula/subaurifera,3733288,692
3733305,Physcia aipolia/stellaris,3733288,693
3733306,autre lichen foliacé,3733288,694
3733307,Flavoparmelia caperata/soredians,3733288,695
3733308,Candelaria concolor (Dicks.) Stein,3733288,696
3733319,Melanohalea exasperata (DeNot.) O. Blanco,3733288,697
3733320,Parmelina tiliacea/pastillifera,3733288,698
3733321,Parmelia sulcata Taylor s.l.,3733288,699
3733322,Lecanora sp.,3733288,700
3733323,Evernia prunastri (L.) Ach. [1810],3733288,701
3733324,Physconia grisea (Lam.) Poelt [1965],3733289,702
3733325,autre lichen foliacé,3733289,703
3733326,Phaeophyscia orbicularis (Neck.) Moberg [1977],3733289,704
3733327,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3733289,705
3733328,Physcia adscendens/tenella,3733289,706
3733329,Melanelixia glabratula/subaurifera,3733289,707
3733330,Xanthoria parietina (L.) Th.Fr. [1860],3733289,708
3733331,autre lichen foliacé,3733289,709
3733332,Candelaria concolor (Dicks.) Stein,3733289,710
3733333,Melanohalea exasperata (DeNot.) O. Blanco,3733289,711
3733334,Parmelia sulcata Taylor s.l.,3733289,712
3733335,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3733289,713
3733336,Punctelia sp.,3733289,714
3734203,Xanthoria parietina (L.) Th.Fr. [1860],3734202,715
3734204,Physcia adscendens/tenella,3734202,716
3734205,Amandinea punctata/Lecidella elaeochroma,3734202,717
3734206,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3734202,718
3734207,Parmelia sulcata Taylor s.l.,3734202,719
3734208,Parmelina tiliacea/pastillifera,3734202,720
3734209,Punctelia sp.,3734202,721
3734210,Lecanora sp.,3734202,722
3734211,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734202,723
3734216,Xanthoria parietina (L.) Th.Fr. [1860],3734212,724
3734217,Lecanora sp.,3734212,725
3734218,Physcia adscendens/tenella,3734212,726
3734219,autre lichen crustacé,3734212,727
3734220,Amandinea punctata/Lecidella elaeochroma,3734212,728
3734221,Flavoparmelia caperata/soredians,3734212,729
3734222,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734212,730
3734223,Evernia prunastri (L.) Ach. [1810],3734212,731
3734224,Parmelia sulcata Taylor s.l.,3734212,732
3734225,Physconia distorta (With.) J. R. Laundon,3734212,733
3734227,Xanthoria parietina (L.) Th.Fr. [1860],3734213,734
3734228,Lecanora sp.,3734213,735
3734229,Physcia adscendens/tenella,3734213,736
3734230,autre lichen crustacé,3734213,737
3734231,Amandinea punctata/Lecidella elaeochroma,3734213,738
3734232,Parmelia sulcata Taylor s.l.,3734213,739
3734233,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734213,740
3734234,Ramalina farinacea (L.) Ach. [1810],3734213,741
3734238,Xanthoria parietina (L.) Th.Fr. [1860],3734214,742
3734239,Lecanora sp.,3734214,743
3734240,Physcia leptalea (Ach.) DC. [1805],3734214,744
3734241,Parmelia sulcata Taylor s.l.,3734214,745
3734242,Physcia adscendens/tenella,3734214,746
3734243,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734214,747
3734244,Candelaria concolor (Dicks.) Stein,3734214,748
3734245,Melanelixia glabratula/subaurifera,3734214,749
3734246,Flavoparmelia caperata/soredians,3734214,750
3734251,Xanthoria parietina (L.) Th.Fr. [1860],3734247,751
3734252,Physcia adscendens/tenella,3734247,752
3734253,Amandinea punctata/Lecidella elaeochroma,3734247,753
3734254,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3734247,754
3734255,Parmelia sulcata Taylor s.l.,3734247,755
3734256,Parmelina tiliacea/pastillifera,3734247,756
3734257,Punctelia sp.,3734247,757
3734258,Lecanora sp.,3734247,758
3734259,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734247,759
3734260,Candelaria concolor (Dicks.) Stein,3734247,760
3734261,Lecanora sp.,3734248,761
3734262,Physcia adscendens/tenella,3734248,762
3734263,Candelaria concolor (Dicks.) Stein,3734248,763
3734264,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734248,764
3734265,Xanthoria parietina (L.) Th.Fr. [1860],3734248,765
3734266,Amandinea punctata/Lecidella elaeochroma,3734248,766
3734267,Punctelia sp.,3734248,767
3734268,Xanthoria parietina (L.) Th.Fr. [1860],3734249,768
3734269,Physcia adscendens/tenella,3734249,769
3734270,Diploicia canescens (Dicks.) A.Massal. [1852],3734249,770
3734271,lichen crustacé à aspect poudreux,3734249,771
3734272,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734249,772
3734273,Punctelia sp.,3734249,773
3734280,Lecanora sp.,3734276,774
3734281,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734276,775
3734282,autre lichen foliacé,3734276,776
3734283,Xanthoria parietina (L.) Th.Fr. [1860],3734276,777
3734284,Candelaria concolor (Dicks.) Stein,3734276,778
3734285,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3734276,779
3734286,Physcia aipolia/stellaris,3734276,780
3734287,Physcia adscendens/tenella,3734276,781
3734288,Physconia grisea (Lam.) Poelt [1965],3734276,782
3734289,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3734276,783
3734290,Lecanora sp.,3734277,784
3734291,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734277,785
3734292,autre lichen foliacé,3734277,786
3734293,Xanthoria parietina (L.) Th.Fr. [1860],3734277,787
3734294,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3734277,788
3734295,Physcia aipolia/stellaris,3734277,789
3734296,Physcia adscendens/tenella,3734277,790
3734297,Physconia grisea (Lam.) Poelt [1965],3734277,791
3734298,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3734277,792
3734299,autre lichen foliacé,3734277,793
3734300,Lecanora sp.,3734277,794
3734301,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734277,795
3734302,autre lichen foliacé,3734277,796
3734303,Xanthoria parietina (L.) Th.Fr. [1860],3734277,797
3734304,Candelaria concolor (Dicks.) Stein,3734277,798
3734305,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3734277,799
3734306,Physcia aipolia/stellaris,3734277,800
3734307,Physcia adscendens/tenella,3734277,801
3734308,Physconia grisea (Lam.) Poelt [1965],3734277,802
3734309,autre lichen foliacé,3734277,803
3734310,Parmelia sulcata Taylor s.l.,3734278,804
3734311,Physconia distorta (With.) J. R. Laundon,3734278,805
3734312,autre lichen foliacé,3734278,806
3734313,Amandinea punctata/Lecidella elaeochroma,3734278,807
3734948,autre lichen foliacé,3734945,808
3734949,Xanthoria parietina (L.) Th.Fr. [1860],3734945,809
3734950,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734945,810
3734951,autre lichen foliacé,3734945,811
3734952,Candelaria concolor (Dicks.) Stein,3734945,812
3734953,Melanelixia glabratula/subaurifera,3734945,813
3734954,Physcia adscendens/tenella,3734945,814
3734955,autre lichen foliacé,3734946,815
3734956,Xanthoria parietina (L.) Th.Fr. [1860],3734946,816
3734957,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734946,817
3734958,autre lichen foliacé,3734946,818
3734959,Candelaria concolor (Dicks.) Stein,3734946,819
3734960,Physcia adscendens/tenella,3734946,820
3734961,Physcia aipolia/stellaris,3734946,821
3734962,Physconia grisea (Lam.) Poelt [1965],3734946,822
3734963,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3734946,823
3734964,autre lichen foliacé,3734947,824
3734965,Xanthoria parietina (L.) Th.Fr. [1860],3734947,825
3734966,Phaeophyscia orbicularis (Neck.) Moberg [1977],3734947,826
3734967,autre lichen foliacé,3734947,827
3734968,Candelaria concolor (Dicks.) Stein,3734947,828
3734969,Melanelixia glabratula/subaurifera,3734947,829
3734970,Physcia adscendens/tenella,3734947,830
3734971,Physconia grisea (Lam.) Poelt [1965],3734947,831
3734972,Parmelia sulcata Taylor s.l.,3734947,832
3734973,Punctelia sp.,3734947,833
3735828,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3735811,834
3735829,autre lichen foliacé,3735811,835
3735830,Phaeophyscia orbicularis (Neck.) Moberg [1977],3735811,836
3735831,Punctelia sp.,3735811,837
3735832,Candelaria concolor (Dicks.) Stein,3735811,838
3735833,autre lichen foliacé,3735811,839
3735834,Lecanora sp.,3735811,840
3735835,Physconia distorta (With.) J. R. Laundon,3735811,841
3735836,Melanohalea exasperata (DeNot.) O. Blanco,3735811,842
3735837,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3735811,843
3735838,Xanthoria parietina (L.) Th.Fr. [1860],3735811,844
3735839,autre lichen foliacé,3735812,845
3735840,Phaeophyscia orbicularis (Neck.) Moberg [1977],3735812,846
3735841,Punctelia sp.,3735812,847
3735842,Candelaria concolor (Dicks.) Stein,3735812,848
3735843,autre lichen foliacé,3735812,849
3735844,Lecanora sp.,3735812,850
3735845,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3735812,851
3735846,Xanthoria parietina (L.) Th.Fr. [1860],3735812,852
3735850,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3735813,853
3735851,autre lichen foliacé,3735813,854
3735852,Phaeophyscia orbicularis (Neck.) Moberg [1977],3735813,855
3735853,Punctelia sp.,3735813,856
3735854,Candelaria concolor (Dicks.) Stein,3735813,857
3735855,autre lichen foliacé,3735813,858
3735856,Xanthoria parietina (L.) Th.Fr. [1860],3735813,859
3735857,Physcia adscendens/tenella,3735813,860
3735858,Parmelia sulcata Taylor s.l.,3735813,861
3735859,Melanelixia glabratula/subaurifera,3735813,862
3735860,Physconia grisea (Lam.) Poelt [1965],3735813,863
3735861,Flavoparmelia caperata/soredians,3735813,864
3735899,lichen crustacé à aspect poudreux,3735896,865
3735900,autre lichen crustacé,3735896,866
3735901,Amandinea punctata/Lecidella elaeochroma,3735896,867
3735902,Phaeophyscia orbicularis (Neck.) Moberg [1977],3735896,868
3735903,Lecanora sp.,3735896,869
3735904,Physcia adscendens/tenella,3735896,870
3735905,autre lichen foliacé,3735896,871
3735906,Candelaria concolor (Dicks.) Stein,3735896,872
3735907,autres Melanohalea,3735896,873
3735908,Parmotrema perlatum/reticulatum,3735896,874
3735909,Parmelina tiliacea/pastillifera,3735896,875
3735910,Punctelia sp.,3735896,876
3735911,Xanthoria parietina (L.) Th.Fr. [1860],3735897,877
3735912,Lecanora sp.,3735897,878
3735913,Physcia adscendens/tenella,3735897,879
3735914,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3735897,880
3735915,Xanthoria parietina (L.) Th.Fr. [1860],3735898,881
3735916,Physcia adscendens/tenella,3735898,882
3735917,Amandinea punctata/Lecidella elaeochroma,3735898,883
3735918,Lecanora sp.,3735898,884
3735919,Punctelia sp.,3735898,885
3736241,Physcia adscendens/tenella,3736238,886
3736242,Physcia adscendens/tenella,3736240,887
3736243,Physcia adscendens/tenella,3736240,888
3736244,Xanthoria parietina (L.) Th.Fr. [1860],3736240,889
3736245,Xanthoria parietina (L.) Th.Fr. [1860],3736239,890
3736246,Xanthoria parietina (L.) Th.Fr. [1860],3736238,891
3736247,Amandinea punctata/Lecidella elaeochroma,3736238,892
3736248,Amandinea punctata/Lecidella elaeochroma,3736239,893
3736249,Amandinea punctata/Lecidella elaeochroma,3736240,894
3736250,autre lichen crustacé,3736240,895
3736251,Lecanora sp.,3736240,896
3736252,Candelaria concolor (Dicks.) Stein,3736240,897
3736253,Flavoparmelia caperata/soredians,3736240,898
3736254,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],3736240,899
3736255,Melanohalea exasperatula (Nyl.) O. Blanco,3736240,900
3736256,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3736240,901
3736257,Phaeophyscia orbicularis (Neck.) Moberg [1977],3736240,902
3736258,Phaeophyscia orbicularis (Neck.) Moberg [1977],3736239,903
3736259,Lecanora sp.,3736239,904
3736260,Pertusaria pertusa (Weigel) Tuck.,3736239,905
3736262,Candelaria concolor (Dicks.) Stein,3736239,906
3736263,Flavoparmelia caperata/soredians,3736239,907
3736264,Pertusaria pertusa (Weigel) Tuck.,3736238,908
3736265,Candelaria concolor (Dicks.) Stein,3736238,909
3736266,Phaeophyscia orbicularis (Neck.) Moberg [1977],3736238,910
3736267,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3736238,911
3736345,Anaptychia ciliaris (L.) Körb. ex A.Massal. [1853],3736344,912
3736441,Amandinea punctata/Lecidella elaeochroma,3736438,913
3736442,Amandinea punctata/Lecidella elaeochroma,3736438,914
3736443,Amandinea punctata/Lecidella elaeochroma,3736438,915
3736610,Parmelia sulcata Taylor s.l.,3736604,916
3736646,Amandinea punctata/Lecidella elaeochroma,3736642,917
3736647,Physcia adscendens/tenella,3736642,918
3736648,Xanthoria parietina (L.) Th.Fr. [1860],3736642,919
3736649,Amandinea punctata/Lecidella elaeochroma,3736643,920
3736650,Xanthoria parietina (L.) Th.Fr. [1860],3736643,921
3736651,Physcia adscendens/tenella,3736643,922
3736652,Candelariella sp.,3736643,923
3736653,Amandinea punctata/Lecidella elaeochroma,3736644,924
3736654,Physcia adscendens/tenella,3736644,925
3736655,Xanthoria parietina (L.) Th.Fr. [1860],3736644,926
3736685,Physcia adscendens/tenella,3736682,927
3736686,Xanthoria parietina (L.) Th.Fr. [1860],3736682,928
3736687,Amandinea punctata/Lecidella elaeochroma,3736682,929
3736688,Physcia adscendens/tenella,3736683,930
3736689,Candelariella sp.,3736683,931
3736690,Xanthoria parietina (L.) Th.Fr. [1860],3736683,932
3736691,Amandinea punctata/Lecidella elaeochroma,3736683,933
3736692,Physcia adscendens/tenella,3736684,934
3736693,Xanthoria parietina (L.) Th.Fr. [1860],3736684,935
3736694,Amandinea punctata/Lecidella elaeochroma,3736684,936
3737131,Xanthoria parietina (L.) Th.Fr. [1860],3737128,937
3737132,Amandinea punctata/Lecidella elaeochroma,3737128,938
3737133,Physcia adscendens/tenella,3737128,939
3737134,Lecanora sp.,3737128,940
3737135,Xanthoria parietina (L.) Th.Fr. [1860],3737129,941
3737136,Physcia adscendens/tenella,3737129,942
3737137,Amandinea punctata/Lecidella elaeochroma,3737129,943
3737138,Lecanora sp.,3737129,944
3737139,Xanthoria parietina (L.) Th.Fr. [1860],3737130,945
3737140,Physcia adscendens/tenella,3737130,946
3737141,Amandinea punctata/Lecidella elaeochroma,3737130,947
3737142,Lecanora sp.,3737130,948
3738793,Xanthoria parietina (L.) Th.Fr. [1860],3738790,949
3738794,Physcia adscendens/tenella,3738790,950
3738795,Amandinea punctata/Lecidella elaeochroma,3738790,951
3738796,Lecanora sp.,3738790,952
3738797,Punctelia sp.,3738790,953
3738798,Xanthoria parietina (L.) Th.Fr. [1860],3738791,954
3738799,Physcia adscendens/tenella,3738791,955
3738800,Amandinea punctata/Lecidella elaeochroma,3738791,956
3738801,Lecanora sp.,3738791,957
3738802,Xanthoria parietina (L.) Th.Fr. [1860],3738791,958
3738803,Amandinea punctata/Lecidella elaeochroma,3738792,959
3738804,Lecanora sp.,3738792,960
3738805,Punctelia sp.,3738792,961
3738806,Physcia adscendens/tenella,3738792,962
3738810,Ramalina fastigiata (Pers.) Ach. [1810],3738807,963
3738811,Xanthoria parietina (L.) Th.Fr. [1860],3738807,964
3738812,Xanthoria parietina (L.) Th.Fr. [1860],3738807,965
3738813,Amandinea punctata/Lecidella elaeochroma,3738807,966
3738814,Amandinea punctata/Lecidella elaeochroma,3738807,967
3738815,Lecanora sp.,3738807,968
3738816,Lecanora sp.,3738807,969
3738817,Lecanora sp.,3738807,970
3738818,Lecanora sp.,3738807,971
3738819,Physcia adscendens/tenella,3738807,972
3738820,Physcia adscendens/tenella,3738807,973
3738821,Xanthoria parietina (L.) Th.Fr. [1860],3738808,974
3738822,Physcia adscendens/tenella,3738807,975
3738823,Xanthoria parietina (L.) Th.Fr. [1860],3738808,976
3738824,Amandinea punctata/Lecidella elaeochroma,3738808,977
3738825,Amandinea punctata/Lecidella elaeochroma,3738808,978
3738826,Amandinea punctata/Lecidella elaeochroma,3738808,979
3738827,Amandinea punctata/Lecidella elaeochroma,3738809,980
3738828,Lecanora sp.,3738809,981
3738829,Physcia adscendens/tenella,3738809,982
3738830,Punctelia sp.,3738809,983
3738831,Xanthoria parietina (L.) Th.Fr. [1860],3738809,984
3738832,Ramalina fastigiata (Pers.) Ach. [1810],3738809,985
3740629,Physconia grisea (Lam.) Poelt [1965],3740628,986
3740630,Pertusaria pertusa (Weigel) Tuck.,3740628,987
3740631,Physcia adscendens/tenella,3740628,988
3740632,Lecanora sp.,3740628,989
3740633,Amandinea punctata/Lecidella elaeochroma,3740628,990
3740666,Null,3740665,991
3740667,Hypogymnia physodes/tubulosa,3740665,992
3740668,Amandinea punctata/Lecidella elaeochroma,3740665,993
3740669,Physcia adscendens/tenella,3740665,994
3740670,Flavoparmelia caperata/soredians,3740665,995
3740671,Physcia aipolia/stellaris,3740665,996
3740675,Xanthoria parietina (L.) Th.Fr. [1860],3740672,997
3740676,Amandinea punctata/Lecidella elaeochroma,3740672,998
3740677,Flavoparmelia caperata/soredians,3740672,999
3740678,Physcia adscendens/tenella,3740672,1000
3740679,Null,3740672,1001
3740680,Physcia adscendens/tenella,3740674,1002
3740681,Xanthoria parietina (L.) Th.Fr. [1860],3740674,1003
3740682,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3740674,1004
3740683,Amandinea punctata/Lecidella elaeochroma,3740674,1005
3740684,Candelaria concolor (Dicks.) Stein,3740674,1006
3740685,Physcia adscendens/tenella,3740673,1007
3740686,Lecanora sp.,3740673,1008
3740687,Amandinea punctata/Lecidella elaeochroma,3740673,1009
3740726,Parmotrema perlatum/reticulatum,3740725,1010
3740727,Amandinea punctata/Lecidella elaeochroma,3740725,1011
3740728,Lecanora sp.,3740725,1012
3740829,Flavoparmelia caperata/soredians,3740827,1013
3740830,Xanthoria parietina (L.) Th.Fr. [1860],3740827,1014
3740831,Diploicia canescens (Dicks.) A.Massal. [1852],3740827,1015
3740832,Amandinea punctata/Lecidella elaeochroma,3740827,1016
3740833,Amandinea punctata/Lecidella elaeochroma,3740828,1017
3740834,Parmotrema perlatum/reticulatum,3740828,1018
3740835,Candelaria concolor (Dicks.) Stein,3740828,1019
3740840,Physcia adscendens/tenella,3740839,1020
3740841,Amandinea punctata/Lecidella elaeochroma,3740839,1021
3740842,Hypogymnia physodes/tubulosa,3740839,1022
3740843,Lecanora sp.,3740839,1023
3740844,Candelaria concolor (Dicks.) Stein,3740839,1024
3740849,Physcia adscendens/tenella,3740847,1025
3740850,Amandinea punctata/Lecidella elaeochroma,3740847,1026
3740855,Xanthoria parietina (L.) Th.Fr. [1860],3740854,1027
3740856,Pertusaria pertusa (Weigel) Tuck.,3740854,1028
3740857,Amandinea punctata/Lecidella elaeochroma,3740854,1029
3740861,Physcia adscendens/tenella,3740858,1030
3740862,Candelaria concolor (Dicks.) Stein,3740858,1031
3740865,Physcia adscendens/tenella,3740863,1032
3740866,Xanthoria parietina (L.) Th.Fr. [1860],3740863,1033
3740867,Candelaria concolor (Dicks.) Stein,3740863,1034
3740868,Xanthoria parietina (L.) Th.Fr. [1860],3740864,1035
3740869,Pertusaria pertusa (Weigel) Tuck.,3740864,1036
3740870,Amandinea punctata/Lecidella elaeochroma,3740864,1037
3740871,Physconia grisea (Lam.) Poelt [1965],3740864,1038
3740928,Amandinea punctata/Lecidella elaeochroma,3740924,1039
3740929,Candelaria concolor (Dicks.) Stein,3740924,1040
3740930,Parmotrema perlatum/reticulatum,3740924,1041
3740931,Lecanora sp.,3740924,1042
3740932,Punctelia sp.,3740923,1043
3740933,Lecanora sp.,3740923,1044
3740934,Physcia adscendens/tenella,3740923,1045
3740935,Parmotrema perlatum/reticulatum,3740923,1046
3740936,Amandinea punctata/Lecidella elaeochroma,3740923,1047
3740937,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3740923,1048
3740938,Punctelia sp.,3740922,1049
3740939,Lecanora sp.,3740922,1050
3740940,Xanthoria parietina (L.) Th.Fr. [1860],3740922,1051
3740941,Xanthoria parietina (L.) Th.Fr. [1860],3740925,1052
3740942,Physcia adscendens/tenella,3740925,1053
3740943,Amandinea punctata/Lecidella elaeochroma,3740925,1054
3740944,Pertusaria pertusa (Weigel) Tuck.,3740925,1055
3740945,Xanthoria parietina (L.) Th.Fr. [1860],3740926,1056
3740946,Physcia adscendens/tenella,3740926,1057
3740947,Amandinea punctata/Lecidella elaeochroma,3740926,1058
3740948,Pertusaria pertusa (Weigel) Tuck.,3740926,1059
3740949,Hypogymnia physodes/tubulosa,3740926,1060
3740950,Xanthoria parietina (L.) Th.Fr. [1860],3740927,1061
3740951,Physcia adscendens/tenella,3740927,1062
3740952,Amandinea punctata/Lecidella elaeochroma,3740927,1063
3740953,Pertusaria pertusa (Weigel) Tuck.,3740927,1064
3741058,Amandinea punctata/Lecidella elaeochroma,3741057,1065
3741060,Flavoparmelia caperata/soredians,3741057,1066
3741061,Punctelia sp.,3741057,1067
3741062,Parmelia sulcata Taylor s.l.,3741057,1068
3741063,Physcia adscendens/tenella,3741057,1069
3741064,Xanthoria parietina (L.) Th.Fr. [1860],3741057,1070
3741065,Ramalina fastigiata (Pers.) Ach. [1810],3741057,1071
3741066,Parmotrema perlatum/reticulatum,3741057,1072
3741550,Physcia adscendens/tenella,3741549,1073
3741554,Physcia adscendens/tenella,3741551,1074
3741555,Flavoparmelia caperata/soredians,3741552,1075
3741556,Flavoparmelia caperata/soredians,3741551,1076
3741557,Xanthoria parietina (L.) Th.Fr. [1860],3741551,1077
3741558,Xanthoria parietina (L.) Th.Fr. [1860],3741552,1078
3741559,Physcia adscendens/tenella,3741552,1079
3741560,Xanthoria parietina (L.) Th.Fr. [1860],3741553,1080
3741561,Flavoparmelia caperata/soredians,3741553,1081
3741562,Physcia adscendens/tenella,3741553,1082
3741723,Amandinea punctata/Lecidella elaeochroma,3741700,1083
3741724,Hypogymnia physodes/tubulosa,3741700,1084
3741725,Lecanora sp.,3741700,1085
3741726,Amandinea punctata/Lecidella elaeochroma,3741701,1086
3741727,Hypogymnia physodes/tubulosa,3741701,1087
3741728,Lecanora sp.,3741701,1088
3741729,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],3741701,1089
3741730,Amandinea punctata/Lecidella elaeochroma,3741702,1090
3741731,Hypogymnia physodes/tubulosa,3741702,1091
3741732,Lecanora sp.,3741702,1092
3741733,autre lichen crustacé,3741702,1093
3742033,Lecanora sp.,3741996,1094
3742034,Physconia grisea (Lam.) Poelt [1965],3741996,1095
3742035,Xanthoria parietina (L.) Th.Fr. [1860],3741996,1096
3742036,Amandinea punctata/Lecidella elaeochroma,3741996,1097
3742047,Lecanora sp.,3741997,1098
3742048,Physconia grisea (Lam.) Poelt [1965],3741997,1099
3742049,Xanthoria parietina (L.) Th.Fr. [1860],3741997,1100
3742050,Amandinea punctata/Lecidella elaeochroma,3741997,1101
3742055,Lecanora sp.,3741998,1102
3742056,Physconia grisea (Lam.) Poelt [1965],3741998,1103
3742057,Xanthoria parietina (L.) Th.Fr. [1860],3741998,1104
3742058,Amandinea punctata/Lecidella elaeochroma,3741998,1105
