,Identifiant unique,Identifiant,Espèce,Numéro nomenclatural,Famille,Référentiel taxonomique,Type d'observation,Spontanéité,Latitude,Longitude,Référentiel Géographique,Pays,Commune,Identifiant Commune,Floutage (niveau de localisation diffusé),Altitude,Date,Programme de sciences participatives ou observatoire citoyen,Auteur,Détermination validée sur IdentiPlante,Date Création,Date Modification,Transmis,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc
1365,urn:lsid:tela-botanica.org:cel:3743703,3743703,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,50,2021/02/12,tb_lichensgo,Poseidon  (http://www.tela-botanica.org/profil:63356),0,2021-02-17 18:19:20,2021-02-17 18:19:20,oui,,,,Avenue Charles de Foucauld,,3743699.0,o1;o2;o3;o4;o5;s1;
1366,urn:lsid:tela-botanica.org:cel:3743704,3743704,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83485,2.40806,WGS84,FR,Paris,0,précise,55,2021/02/12,tb_lichensgo,Poseidon  (http://www.tela-botanica.org/profil:63356),0,2021-02-17 18:19:21,2021-02-17 18:19:21,oui,,,,Avenue Charles de Foucauld,,3743700.0,s1;s2;s3;s4;s5;n2;e2;o2;n3;e3;o3;n4;n5;
1367,urn:lsid:tela-botanica.org:cel:3743705,3743705,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83485,2.40806,WGS84,FR,Paris,0,précise,55,2021/02/12,tb_lichensgo,Poseidon  (http://www.tela-botanica.org/profil:63356),0,2021-02-17 18:19:22,2021-02-17 18:19:22,oui,,,,Avenue Charles de Foucauld,,3743700.0,s1;s2;s3;s4;s5;e1;e2;o2;e3;o3;e4;o4;o5;
1368,urn:lsid:tela-botanica.org:cel:3743706,3743706,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.83485,2.40806,WGS84,FR,Paris,0,précise,55,2021/02/12,tb_lichensgo,Poseidon  (http://www.tela-botanica.org/profil:63356),0,2021-02-17 18:19:22,2021-02-17 18:19:22,oui,,,,Avenue Charles de Foucauld,,3743700.0,s1;s2;s3;s4;s5;n1;e1;n2;e2;n3;e3;n4;e4;
1369,urn:lsid:tela-botanica.org:cel:3743707,3743707,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.83485,2.40806,WGS84,FR,Paris,0,précise,55,2021/02/12,tb_lichensgo,Poseidon  (http://www.tela-botanica.org/profil:63356),0,2021-02-17 18:19:23,2021-02-17 18:19:23,oui,,,,Avenue Charles de Foucauld,,3743701.0,n1;n2;n3;n4;n5;e1;e2;e3;e4;e5;s1;o2;o3;o4;s5;o5;
1370,urn:lsid:tela-botanica.org:cel:3743711,3743711,Platanus occidentalis L.,82353,Platanaceae,bdtfx,observation de terrain,1,48.83065,2.40681,WGS84,FR,Paris,75056,précise,46,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 21:34:33,2021-02-17 22:00:48,oui,48.830658,2.406725,1.0,Route du Bac,Route du Bac,,
1371,urn:lsid:tela-botanica.org:cel:3743713,3743713,Salix babylonica L.,59332,Salicaceae,bdtfx,observation de terrain,1,48.83063,2.40963,WGS84,FR,Paris,75056,précise,54,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 21:43:47,2021-02-17 21:43:47,oui,48.83066,2.409668,1.0,Route de la Ceinture du Lac Daumesnil,Route de la Ceinture du Lac Daumesnil,,
1372,urn:lsid:tela-botanica.org:cel:3743714,3743714,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.83063,2.40963,WGS84,FR,Paris,75056,précise,54,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 21:54:54,2021-02-17 21:54:54,oui,,,,Route de la Ceinture du Lac Daumesnil,,3743713.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
1373,urn:lsid:tela-botanica.org:cel:3743715,3743715,Candelaria concolor (Dicks.) Stein,58792,Candelariaceae,taxreflich,observation de terrain,1,48.83063,2.40963,WGS84,FR,Paris,75056,précise,54,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 21:57:57,2021-02-17 21:57:57,oui,,,,Route de la Ceinture du Lac Daumesnil,,3743713.0,o1;o2;o3;o4;o5;
1374,urn:lsid:tela-botanica.org:cel:3743721,3743721,Platanus occidentalis L.,82353,Platanaceae,bdtfx,observation de terrain,1,48.83065,2.40681,WGS84,FR,Paris,75056,précise,46,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 22:25:07,2021-02-17 22:25:07,oui,48.830705,2.406718,1.0,Route du Bac,Route du Bac,,
1375,urn:lsid:tela-botanica.org:cel:3743726,3743726,Punctelia sp.,652928,Null,taxreflich,observation de terrain,1,48.83065,2.40681,WGS84,FR,Paris,75056,précise,46,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 23:01:34,2021-02-17 23:01:34,oui,,,,Route du Bac,,3743721.0,n1;n2;n3;n4;n5;o3;o4;o5;
1376,urn:lsid:tela-botanica.org:cel:3743727,3743727,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83065,2.40681,WGS84,FR,Paris,75056,précise,46,2021/02/12,tb_lichensgo,yuji  (http://www.tela-botanica.org/profil:63399),0,2021-02-17 23:04:15,2021-02-17 23:04:15,oui,,,,Route du Bac,,3743721.0,n1;n2;n3;n4;n5;
1377,urn:lsid:tela-botanica.org:cel:3743781,3743781,Ulmus,0,Null,Autre/inconnu,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,10,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:28:22,2021-02-18 20:28:22,oui,48.832516,2.404196,1.0,Avenue Charles de Foucauld,Avenue Charles de Foucauld,,
1378,urn:lsid:tela-botanica.org:cel:3743782,3743782,Pseudoacacia,0,Null,Autre/inconnu,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,5,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:28:22,2021-02-18 20:28:22,oui,48.832516,2.404196,2.0,Avenue Charles de Foucauld,Avenue Charles de Foucauld,,
1379,urn:lsid:tela-botanica.org:cel:3743783,3743783,Ulmus,0,Null,Autre/inconnu,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,10,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:28:23,2021-02-18 20:28:23,oui,48.832516,2.404196,3.0,Avenue Charles de Foucauld,Avenue Charles de Foucauld,,
1380,urn:lsid:tela-botanica.org:cel:3743785,3743785,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,10,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:35:15,2021-02-18 20:35:15,oui,,,,Avenue Charles de Foucauld,,3743781.0,o1;o2;e3;s4;o4;s5;e5;o5;
1381,urn:lsid:tela-botanica.org:cel:3743786,3743786,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,5,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:35:16,2021-02-18 20:35:16,oui,,,,Avenue Charles de Foucauld,,3743782.0,n1;o1;n2;o2;n3;o3;n4;o4;n5;o5;
1382,urn:lsid:tela-botanica.org:cel:3743787,3743787,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,10,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:35:17,2021-02-18 20:35:17,oui,,,,Avenue Charles de Foucauld,,3743783.0,s1;e1;o1;s2;e2;o2;s3;e3;o3;s4;e4;o4;s5;e5;o5;
1383,urn:lsid:tela-botanica.org:cel:3743788,3743788,Physcia aipolia/stellaris,196232,Null,taxreflich,observation de terrain,1,48.83252,2.4042,WGS84,FR,Paris,0,précise,10,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 20:35:17,2021-02-18 20:35:17,oui,,,,Avenue Charles de Foucauld,,3743783.0,o3;o5;
1384,urn:lsid:tela-botanica.org:cel:3743799,3743799,Hippocastanum aesculus Cav.,32049,Sapindaceae,bdtfx,observation de terrain,1,48.83477,2.40847,WGS84,FR,Saint-Mandé,94067,précise,54,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:10,2021-02-18 21:09:10,oui,48.833647,2.413347,1.0,Avenue Daumesnil,Place Édouard Renard,,
1385,urn:lsid:tela-botanica.org:cel:3743800,3743800,Hippocastanum aesculus Cav.,32049,Sapindaceae,bdtfx,observation de terrain,1,48.83472,2.4086,WGS84,FR,Saint-Mandé,94067,précise,54,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:10,2021-02-18 21:09:10,oui,48.833647,2.413347,2.0,Avenue Daumesnil,Place Édouard Renard,,
1386,urn:lsid:tela-botanica.org:cel:3743801,3743801,Hippocastanum aesculus Cav.,32049,Sapindaceae,bdtfx,observation de terrain,1,48.83468,2.40872,WGS84,FR,Saint-Mandé,94067,précise,54,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:10,2021-02-18 21:26:59,oui,48.833647,2.413347,3.0,Avenue Daumesnil,Place Édouard Renard,,
1387,urn:lsid:tela-botanica.org:cel:3743802,3743802,Japonica,0,Null,Autre/inconnu,observation de terrain,1,48.83145,2.40436,WGS84,FR,Saint-Mandé,94067,précise,50,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:11,2021-02-18 21:09:11,oui,48.833647,2.413347,4.0,Avenue Daumesnil,Route du Bac,,
1388,urn:lsid:tela-botanica.org:cel:3743803,3743803,Hippocastanum aesculus Cav.,32049,Sapindaceae,bdtfx,observation de terrain,1,48.8314,2.40442,WGS84,FR,Saint-Mandé,94067,précise,50,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:11,2021-02-18 21:09:11,oui,48.833647,2.413347,5.0,Avenue Daumesnil,Route du Bac,,
1389,urn:lsid:tela-botanica.org:cel:3743804,3743804,Platanoides,32049,Sapindaceae,bdtfx,observation de terrain,1,48.82916,2.40945,WGS84,FR,Saint-Mandé,94067,précise,49,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:11,2021-02-18 21:09:11,oui,48.833647,2.413347,6.0,Avenue Daumesnil,Route du Bac,,
1390,urn:lsid:tela-botanica.org:cel:3743805,3743805,Platanoides,32049,Sapindaceae,bdtfx,observation de terrain,1,48.82916,2.4094,WGS84,FR,Saint-Mandé,94067,précise,49,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:09:12,2021-02-18 21:09:12,oui,48.833647,2.413347,7.0,Avenue Daumesnil,Route du Bac,,
1391,urn:lsid:tela-botanica.org:cel:3743808,3743808,Pseudocyphelles,0,Null,Autre/inconnu,observation de terrain,1,48.83477,2.40847,WGS84,FR,Saint-Mandé,94067,précise,54,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:51,2021-02-18 21:22:51,oui,,,,Avenue Daumesnil,,3743799.0,n1;o1;n2;o2;n3;o3;n4;n5;
1392,urn:lsid:tela-botanica.org:cel:3743809,3743809,Pseudocyphelles,0,Null,Autre/inconnu,observation de terrain,1,48.83472,2.4086,WGS84,FR,Saint-Mandé,94067,précise,54,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:51,2021-02-18 21:22:51,oui,,,,Avenue Daumesnil,,3743800.0,n1;s1;o1;n2;s2;o2;n3;s3;o3;n4;s4;o4;n5;s5;o5;
1393,urn:lsid:tela-botanica.org:cel:3743810,3743810,Null,0,Null,Autre/inconnu,observation de terrain,1,48.83468,2.40872,WGS84,FR,Saint-Mandé,94067,précise,54,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:52,2021-02-18 22:53:54,oui,,,,Avenue Daumesnil,,3743801.0,
1394,urn:lsid:tela-botanica.org:cel:3743811,3743811,Punctelia Jecken,0,Null,Autre/inconnu,observation de terrain,1,48.83145,2.40436,WGS84,FR,Saint-Mandé,94067,précise,50,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:52,2021-02-18 21:22:52,oui,,,,Avenue Daumesnil,,3743802.0,n1;n2;n3;o3;n4;o4;o5;
1395,urn:lsid:tela-botanica.org:cel:3743812,3743812,Algues,0,Null,Autre/inconnu,observation de terrain,1,48.83145,2.40436,WGS84,FR,Saint-Mandé,94067,précise,50,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:52,2021-02-18 21:22:52,oui,,,,Avenue Daumesnil,,3743802.0,e1;e2;e3;e4;e5;
1396,urn:lsid:tela-botanica.org:cel:3743813,3743813,Punctelia Jecken,0,Null,Autre/inconnu,observation de terrain,1,48.8314,2.40442,WGS84,FR,Saint-Mandé,94067,précise,50,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:53,2021-02-18 21:22:53,oui,,,,Avenue Daumesnil,,3743803.0,n1;n2;n3;n4;
1397,urn:lsid:tela-botanica.org:cel:3743814,3743814,Algues,0,Null,Autre/inconnu,observation de terrain,1,48.8314,2.40442,WGS84,FR,Saint-Mandé,94067,précise,50,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:53,2021-02-18 21:22:53,oui,,,,Avenue Daumesnil,,3743803.0,n1;s1;n2;s2;n3;s3;e3;o3;n4;s4;o4;n5;s5;e5;o5;
1398,urn:lsid:tela-botanica.org:cel:3743815,3743815,Jaune Candé,0,Null,Autre/inconnu,observation de terrain,1,48.82916,2.40945,WGS84,FR,Saint-Mandé,94067,précise,49,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:53,2021-02-18 21:22:53,oui,,,,Avenue Daumesnil,,3743804.0,s1;s2;e2;s3;e3;s4;e4;s5;e5;o5;
1399,urn:lsid:tela-botanica.org:cel:3743816,3743816,Jaune Candé,0,Null,Autre/inconnu,observation de terrain,1,48.82916,2.4094,WGS84,FR,Saint-Mandé,94067,précise,49,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:54,2021-02-18 21:22:54,oui,,,,Avenue Daumesnil,,3743805.0,e1;e2;o2;s3;e3;o3;s4;e4;s5;e5;
1400,urn:lsid:tela-botanica.org:cel:3743817,3743817,Bleu parméllia,0,Null,Autre/inconnu,observation de terrain,1,48.82916,2.4094,WGS84,FR,Saint-Mandé,94067,précise,49,2021/02/12,tb_lichensgo,Maloriemll  (http://www.tela-botanica.org/profil:63346),0,2021-02-18 21:22:54,2021-02-18 21:22:54,oui,,,,Avenue Daumesnil,,3743805.0,n1;n2;s2;o2;n3;s3;o3;n4;s5;o5;
1401,urn:lsid:tela-botanica.org:cel:3743820,3743820,Platinoïdes,0,Null,Autre/inconnu,observation de terrain,1,48.83076,2.39935,WGS84,FR,Paris,75056,précise,5,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 21:37:31,2021-02-18 21:37:31,oui,48.830759,2.399352,1.0,Route des Fortifications,Route des Fortifications,,
1402,urn:lsid:tela-botanica.org:cel:3743821,3743821,Cedrus libani A.Rich.,14941,Pinaceae,bdtfx,observation de terrain,1,48.83076,2.39935,WGS84,FR,Paris,75056,précise,10,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 21:37:32,2021-02-18 21:37:32,oui,48.830759,2.399352,2.0,Route des Fortifications,Route des Fortifications,,
1403,urn:lsid:tela-botanica.org:cel:3743822,3743822,Robinia pseudoacacia L.,56245,Fabaceae,bdtfx,observation de terrain,1,48.83076,2.39935,WGS84,FR,Paris,75056,précise,15,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 21:37:32,2021-02-18 21:37:32,oui,48.830759,2.399352,3.0,Route des Fortifications,Route des Fortifications,,
1404,urn:lsid:tela-botanica.org:cel:3743826,3743826,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83076,2.39935,WGS84,FR,Paris,75056,précise,5,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 21:41:39,2021-02-18 21:41:39,oui,,,,Route des Fortifications,,3743820.0,n2;n3;n4;
1405,urn:lsid:tela-botanica.org:cel:3743827,3743827,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83076,2.39935,WGS84,FR,Paris,75056,précise,15,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 21:41:40,2021-02-18 21:41:40,oui,,,,Route des Fortifications,,3743822.0,n4;s4;o4;n5;s5;e5;o5;
1406,urn:lsid:tela-botanica.org:cel:3743828,3743828,Parmelia sulcata Taylor s.l.,58889,Parmeliaceae,taxreflich,observation de terrain,1,48.83076,2.39935,WGS84,FR,Paris,75056,précise,15,2021/02/11,tb_lichensgo,Robinks  (http://www.tela-botanica.org/profil:63420),0,2021-02-18 21:41:41,2021-02-18 21:41:41,oui,,,,Route des Fortifications,,3743822.0,n1;o1;n2;o2;n3;o3;n4;o4;n5;o5;
1407,urn:lsid:tela-botanica.org:cel:3743872,3743872,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.83079,2.40491,WGS84,FR,Paris,75056,précise,55,2021/02/12,tb_lichensgo,zahrtek  (http://www.tela-botanica.org/profil:63423),0,2021-02-18 23:32:57,2021-02-18 23:32:57,oui,,,,Route du Bac,,3743868.0,n1;o1;n2;s3;e3;s4;e4;e5;
1408,urn:lsid:tela-botanica.org:cel:3743873,3743873,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83079,2.40491,WGS84,FR,Paris,75056,précise,55,2021/02/12,tb_lichensgo,zahrtek  (http://www.tela-botanica.org/profil:63423),0,2021-02-18 23:32:58,2021-02-18 23:32:58,oui,,,,Route du Bac,,3743868.0,n1;s1;e1;o1;e2;o2;n3;s3;e3;o3;
1409,urn:lsid:tela-botanica.org:cel:3743874,3743874,Punctelia sp.,652928,Null,taxreflich,observation de terrain,1,48.83079,2.40491,WGS84,FR,Paris,75056,précise,55,2021/02/12,tb_lichensgo,zahrtek  (http://www.tela-botanica.org/profil:63423),0,2021-02-18 23:33:00,2021-02-18 23:33:00,oui,,,,Route du Bac,,3743868.0,n1;s1;e1;o1;o2;n3;s3;e3;o3;
1410,urn:lsid:tela-botanica.org:cel:3743875,3743875,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.83087,2.4048,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,zahrtek  (http://www.tela-botanica.org/profil:63423),0,2021-02-18 23:33:00,2021-02-18 23:33:00,oui,,,,Route du Bac,,3743869.0,o4;
1411,urn:lsid:tela-botanica.org:cel:3743876,3743876,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.83099,2.4047,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,zahrtek  (http://www.tela-botanica.org/profil:63423),0,2021-02-18 23:33:00,2021-02-18 23:33:00,oui,,,,Route du Bac,,3743870.0,s2;o2;n3;s3;e3;o3;s4;e4;
1412,urn:lsid:tela-botanica.org:cel:3743880,3743880,Aesculus hippocastanum L.,1053,Sapindaceae,bdtfx,observation de terrain,1,48.83161,2.40418,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 00:53:50,2021-02-19 00:53:50,oui,48.83125,2.404267,1.0,Route du Bac,Route du Bac,,
1413,urn:lsid:tela-botanica.org:cel:3743881,3743881,Aesculus hippocastanum L.,1053,Sapindaceae,bdtfx,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 00:53:50,2021-02-19 00:53:50,oui,48.83125,2.404267,2.0,Route du Bac,Boulevard Périphérique Intérieur,,
1414,urn:lsid:tela-botanica.org:cel:3743882,3743882,Aesculus hippocastanum L.,1053,Sapindaceae,bdtfx,observation de terrain,1,48.83154,2.40415,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 00:53:51,2021-02-19 00:53:51,oui,48.83125,2.404267,3.0,Route du Bac,Route du Bac,,
1415,urn:lsid:tela-botanica.org:cel:3743884,3743884,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83161,2.40418,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:13:53,2021-02-19 01:13:53,oui,,,,Route du Bac,,3743880.0,o1;o2;o3;o4;o5;n1;n2;e2;n3;
1416,urn:lsid:tela-botanica.org:cel:3743885,3743885,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,48.83161,2.40418,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:13:54,2021-02-19 01:13:54,oui,,,,Route du Bac,,3743880.0,s1;e2;
1417,urn:lsid:tela-botanica.org:cel:3743887,3743887,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:28,2021-02-19 01:47:28,oui,,,,Route du Bac,,3743881.0,s1;o1;n2;o2;n3;s3;o3;
1418,urn:lsid:tela-botanica.org:cel:3743888,3743888,Parmelina tiliacea/pastillifera,652932,Null,taxreflich,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:29,2021-02-19 01:47:29,oui,,,,Route du Bac,,3743881.0,e1;e2;e3;e4;e5;n1;s2;n3;s3;o3;
1419,urn:lsid:tela-botanica.org:cel:3743889,3743889,Punctelia sp.,652928,Null,taxreflich,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:29,2021-02-19 01:47:29,oui,,,,Route du Bac,,3743881.0,s1;o2;s3;
1420,urn:lsid:tela-botanica.org:cel:3743890,3743890,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:29,2021-02-19 01:47:29,oui,,,,Route du Bac,,3743881.0,n1;
1421,urn:lsid:tela-botanica.org:cel:3743891,3743891,Punctelia sp.,652928,Null,taxreflich,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:30,2021-02-19 01:47:30,oui,,,,Route du Bac,,3743881.0,n1;n2;n3;n4;n5;s1;e2;o3;
1422,urn:lsid:tela-botanica.org:cel:3743892,3743892,Candelaria concolor (Dicks.) Stein,58792,Candelariaceae,taxreflich,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:30,2021-02-19 01:47:30,oui,,,,Route du Bac,,3743881.0,e1;e2;e3;e4;e5;s1;n2;o2;n3;s3;
1423,urn:lsid:tela-botanica.org:cel:3743893,3743893,Hypotrachyna afrorevoluta/revoluta,652938,Null,taxreflich,observation de terrain,1,48.83159,2.40408,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:31,2021-02-19 01:47:31,oui,,,,Route du Bac,,3743881.0,s1;s2;e2;n3;s3;e4;o5;
1424,urn:lsid:tela-botanica.org:cel:3743894,3743894,Amandinea punctata/Lecidella elaeochroma,0,Null,Autre/inconnu,observation de terrain,1,48.83154,2.40415,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:31,2021-02-19 01:47:31,oui,,,,Route du Bac,,3743882.0,n2;s2;e2;o2;
1425,urn:lsid:tela-botanica.org:cel:3743895,3743895,Punctelia sp.,652928,Null,taxreflich,observation de terrain,1,48.83154,2.40415,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:32,2021-02-19 01:47:32,oui,,,,Route du Bac,,3743882.0,o1;o2;o3;o4;o5;e1;s2;n3;
1426,urn:lsid:tela-botanica.org:cel:3743896,3743896,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,48.83154,2.40415,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:47:32,2021-02-19 01:47:32,oui,,,,Route du Bac,,3743882.0,n1;n2;n3;n4;n5;s1;e2;o3;
1427,urn:lsid:tela-botanica.org:cel:3743897,3743897,Hypotrachyna afrorevoluta/revoluta,652938,Null,taxreflich,observation de terrain,1,48.83154,2.40415,WGS84,FR,Paris,75056,précise,50,2021/02/12,tb_lichensgo,jjeanne  (http://www.tela-botanica.org/profil:63424),0,2021-02-19 01:49:18,2021-02-19 01:49:18,oui,,,,Route du Bac,,3743882.0,o1;e2;s3;n4;
