,Identifiant unique,Identifiant,Espèce,Numéro nomenclatural,Famille,Référentiel taxonomique,Type d'observation,Spontanéité,Latitude,Longitude,Référentiel Géographique,Pays,Commune,Identifiant Commune,Floutage (niveau de localisation diffusé),Altitude,Date,Programme de sciences participatives ou observatoire citoyen,Auteur,Détermination validée sur IdentiPlante,Date Création,Date Modification,Transmis,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc
721,urn:lsid:tela-botanica.org:cel:3730116,3730116,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,48.87539,2.20965,WGS84,FR,Nanterre,92050,précise,126,2020/09/03,tb_lichensgo,Mairie-Nanterre  (http://www.tela-botanica.org/profil:61533),0,2020-09-15 15:57:57,2020-09-15 15:57:57,oui,,,,Promenade Jacques-Baumel,,3730101.0,s1;s2;s3;s4;s5;n1;n3;
722,urn:lsid:tela-botanica.org:cel:3730377,3730377,Sophora japonica L.,65242,Fabaceae,bdtfx,observation de terrain,1,45.7485,3.09034,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:46:29,2020-09-17 18:46:29,oui,45.74869,3.090935,1.0,le chemin vert,Allée de la Dillas,,
723,urn:lsid:tela-botanica.org:cel:3730378,3730378,Sophora japonica L.,65242,Fabaceae,bdtfx,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:46:29,2020-09-17 18:46:29,oui,45.74869,3.090935,2.0,le chemin vert,Allée de la Dillas,,
724,urn:lsid:tela-botanica.org:cel:3730379,3730379,Sophora japonica L.,65242,Fabaceae,bdtfx,observation de terrain,1,45.74849,3.09018,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:46:30,2020-09-17 18:46:30,oui,45.74869,3.090935,3.0,le chemin vert,Allée de la Dillas,,
725,urn:lsid:tela-botanica.org:cel:3730380,3730380,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.7485,3.09034,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:32,2020-09-17 18:54:32,oui,,,,le chemin vert,,3730377.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
726,urn:lsid:tela-botanica.org:cel:3730381,3730381,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.7485,3.09034,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:34,2020-09-17 18:54:34,oui,,,,le chemin vert,,3730377.0,n1;s1;s2;n3;s3;s4;o4;n5;o5;
727,urn:lsid:tela-botanica.org:cel:3730382,3730382,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,45.7485,3.09034,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:35,2020-09-17 18:54:35,oui,,,,le chemin vert,,3730377.0,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n2;n3;n5;
728,urn:lsid:tela-botanica.org:cel:3730383,3730383,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.7485,3.09034,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:36,2020-09-17 18:54:36,oui,,,,le chemin vert,,3730377.0,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n4;s4;n5;
729,urn:lsid:tela-botanica.org:cel:3730384,3730384,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.7485,3.09034,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:36,2020-09-17 18:54:36,oui,,,,le chemin vert,,3730377.0,s5;
730,urn:lsid:tela-botanica.org:cel:3730385,3730385,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:37,2020-09-17 18:54:37,oui,,,,le chemin vert,,3730378.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
731,urn:lsid:tela-botanica.org:cel:3730386,3730386,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:37,2020-09-17 18:54:37,oui,,,,le chemin vert,,3730378.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;e2;e3;
732,urn:lsid:tela-botanica.org:cel:3730387,3730387,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:37,2020-09-17 18:54:37,oui,,,,le chemin vert,,3730378.0,s4;s5;
733,urn:lsid:tela-botanica.org:cel:3730388,3730388,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:38,2020-09-17 18:54:38,oui,,,,le chemin vert,,3730378.0,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;s1;s4;n5;s5;
734,urn:lsid:tela-botanica.org:cel:3730389,3730389,Candelaria concolor (Dicks.) Stein,58792,Candelariaceae,taxreflich,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:54:38,2020-09-17 18:54:38,oui,,,,le chemin vert,,3730378.0,n3;
735,urn:lsid:tela-botanica.org:cel:3730391,3730391,Hypogymnia physodes/tubulosa,193533,Null,taxreflich,observation de terrain,1,45.74849,3.09022,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:58:53,2020-09-17 18:58:53,oui,,,,le chemin vert,,3730378.0,e1;o1;s2;e2;o2;e4;e5;
736,urn:lsid:tela-botanica.org:cel:3730392,3730392,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.74849,3.09018,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:58:54,2020-09-17 18:58:54,oui,,,,le chemin vert,,3730379.0,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;e1;e2;s3;e4;s5;e5;
737,urn:lsid:tela-botanica.org:cel:3730393,3730393,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.74849,3.09018,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:58:54,2020-09-17 18:58:54,oui,,,,le chemin vert,,3730379.0,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o5;
738,urn:lsid:tela-botanica.org:cel:3730394,3730394,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,45.74849,3.09018,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:58:54,2020-09-17 18:58:54,oui,,,,le chemin vert,,3730379.0,o1;o2;o5;
739,urn:lsid:tela-botanica.org:cel:3730395,3730395,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.74849,3.09018,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:58:55,2020-09-17 18:58:55,oui,,,,le chemin vert,,3730379.0,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n2;n3;n4;
740,urn:lsid:tela-botanica.org:cel:3730396,3730396,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,45.74849,3.09018,WGS84,FR,Beaumont,63032,précise,415,2020/09/17,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-17 18:58:55,2020-09-17 18:58:55,oui,,,,le chemin vert,,3730379.0,n2;s4;s5;
741,urn:lsid:tela-botanica.org:cel:3731546,3731546,Robinia pseudoacacia L.,56245,Fabaceae,bdtfx,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:34:39,2020-09-24 20:34:39,oui,45.747192,3.089497,1.0,Rue Édouard Branly,Rue Édouard Branly,,
742,urn:lsid:tela-botanica.org:cel:3731547,3731547,Robinia pseudoacacia L.,56245,Fabaceae,bdtfx,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:34:40,2020-09-24 20:34:40,oui,45.747192,3.089497,2.0,Rue Édouard Branly,Rue Édouard Branly,,
743,urn:lsid:tela-botanica.org:cel:3731548,3731548,Robinia pseudoacacia L.,56245,Fabaceae,bdtfx,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:34:41,2020-09-24 20:34:41,oui,45.747192,3.089497,3.0,Rue Édouard Branly,Rue Édouard Branly,,
744,urn:lsid:tela-botanica.org:cel:3731549,3731549,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:29,2020-09-24 20:39:29,oui,,,,Rue Édouard Branly,,3731546.0,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;
745,urn:lsid:tela-botanica.org:cel:3731550,3731550,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:34,2020-09-24 20:39:34,oui,,,,Rue Édouard Branly,,3731546.0,n3;s5;o5;
746,urn:lsid:tela-botanica.org:cel:3731551,3731551,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:35,2020-09-24 20:39:35,oui,,,,Rue Édouard Branly,,3731546.0,e2;o2;e4;o4;o5;
747,urn:lsid:tela-botanica.org:cel:3731552,3731552,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:35,2020-09-24 20:39:35,oui,,,,Rue Édouard Branly,,3731546.0,o4;
748,urn:lsid:tela-botanica.org:cel:3731553,3731553,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:36,2020-09-24 20:39:36,oui,,,,Rue Édouard Branly,,3731546.0,o5;
749,urn:lsid:tela-botanica.org:cel:3731554,3731554,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:36,2020-09-24 20:39:36,oui,,,,Rue Édouard Branly,,3731546.0,o5;
750,urn:lsid:tela-botanica.org:cel:3731555,3731555,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.74718,3.08933,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:39:37,2020-09-24 20:39:37,oui,,,,Rue Édouard Branly,,3731546.0,e1;e2;e3;e4;
751,urn:lsid:tela-botanica.org:cel:3731556,3731556,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:50,2020-09-24 20:44:50,oui,,,,Rue Édouard Branly,,3731547.0,n3;n4;n5;o5;
752,urn:lsid:tela-botanica.org:cel:3731557,3731557,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:50,2020-09-24 20:44:50,oui,,,,Rue Édouard Branly,,3731547.0,o1;e2;n4;o4;n5;o5;
753,urn:lsid:tela-botanica.org:cel:3731558,3731558,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:50,2020-09-24 20:44:50,oui,,,,Rue Édouard Branly,,3731547.0,n2;e2;o2;n3;n4;e5;
754,urn:lsid:tela-botanica.org:cel:3731559,3731559,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:51,2020-09-24 20:44:51,oui,,,,Rue Édouard Branly,,3731547.0,n1;
755,urn:lsid:tela-botanica.org:cel:3731560,3731560,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:51,2020-09-24 20:44:51,oui,,,,Rue Édouard Branly,,3731547.0,s1;o1;
756,urn:lsid:tela-botanica.org:cel:3731561,3731561,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:51,2020-09-24 20:44:51,oui,,,,Rue Édouard Branly,,3731547.0,n1;s1;n3;n4;o4;
757,urn:lsid:tela-botanica.org:cel:3731562,3731562,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.74719,3.08941,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:44:52,2020-09-24 20:44:52,oui,,,,Rue Édouard Branly,,3731547.0,n1;s1;e1;s2;e2;o2;n3;s3;e3;n4;e4;n5;s5;o5;
758,urn:lsid:tela-botanica.org:cel:3731563,3731563,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:42,2020-09-24 20:50:42,oui,,,,Rue Édouard Branly,,3731548.0,n1;o1;n2;o3;n5;
759,urn:lsid:tela-botanica.org:cel:3731564,3731564,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:43,2020-09-24 20:50:43,oui,,,,Rue Édouard Branly,,3731548.0,n1;n5;
760,urn:lsid:tela-botanica.org:cel:3731565,3731565,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:43,2020-09-24 20:50:43,oui,,,,Rue Édouard Branly,,3731548.0,o1;e3;o3;s4;s5;e5;o5;
761,urn:lsid:tela-botanica.org:cel:3731566,3731566,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],59213,Physciaceae,taxreflich,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:43,2020-09-24 20:50:43,oui,,,,Rue Édouard Branly,,3731548.0,e1;s2;e2;s3;e3;n4;
762,urn:lsid:tela-botanica.org:cel:3731567,3731567,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:44,2020-09-24 20:50:44,oui,,,,Rue Édouard Branly,,3731548.0,s1;n2;s3;e3;o3;n4;e4;o4;s5;o5;
763,urn:lsid:tela-botanica.org:cel:3731568,3731568,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:44,2020-09-24 20:50:44,oui,,,,Rue Édouard Branly,,3731548.0,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;n1;o1;
764,urn:lsid:tela-botanica.org:cel:3731569,3731569,Candelaria concolor (Dicks.) Stein,58792,Candelariaceae,taxreflich,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:44,2020-09-24 20:50:44,oui,,,,Rue Édouard Branly,,3731548.0,n3;
765,urn:lsid:tela-botanica.org:cel:3731570,3731570,lichen crustacé à aspect poudreux,0,Null,Autre/inconnu,observation de terrain,1,45.74745,3.08949,WGS84,FR,Beaumont,63032,précise,420,2020/09/24,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-09-24 20:50:45,2020-09-24 20:50:45,oui,,,,Rue Édouard Branly,,3731548.0,n1;n2;n3;n4;n5;
766,urn:lsid:tela-botanica.org:cel:3732454,3732454,Juglans regia L.,36333,Juglandaceae,bdtfx,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:10:34,2020-10-01 18:10:34,oui,45.756677,3.100644,1.0,Rue Paul Gauguin,Rue Paul Gauguin,,
767,urn:lsid:tela-botanica.org:cel:3732455,3732455,Juglans regia L.,36333,Juglandaceae,bdtfx,observation de terrain,1,45.75685,3.10079,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:10:35,2020-10-01 18:10:35,oui,45.756677,3.100644,2.0,Rue Paul Gauguin,Rue Paul Gauguin,,
768,urn:lsid:tela-botanica.org:cel:3732456,3732456,Juglans regia L.,36333,Juglandaceae,bdtfx,observation de terrain,1,45.75684,3.10069,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:10:35,2020-10-01 18:10:35,oui,45.756677,3.100644,3.0,Rue Paul Gauguin,Rue Paul Gauguin,,
769,urn:lsid:tela-botanica.org:cel:3732457,3732457,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:21,2020-10-01 18:16:21,oui,,,,Rue Paul Gauguin,,3732454.0,n1;n2;n3;n4;n5;e1;e2;o2;s3;s4;e4;o4;o5;
770,urn:lsid:tela-botanica.org:cel:3732458,3732458,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:22,2020-10-01 18:16:22,oui,,,,Rue Paul Gauguin,,3732454.0,n1;s1;n2;s2;e2;n3;s3;e3;n4;
771,urn:lsid:tela-botanica.org:cel:3732459,3732459,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],660486,Parmeliaceae,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:23,2020-10-01 18:16:23,oui,,,,Rue Paul Gauguin,,3732454.0,n2;
772,urn:lsid:tela-botanica.org:cel:3732460,3732460,Lecanora sp.,193910,Null,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:23,2020-10-01 18:16:23,oui,,,,Rue Paul Gauguin,,3732454.0,o1;o2;o3;o4;o5;e1;n2;
773,urn:lsid:tela-botanica.org:cel:3732461,3732461,Phaeophyscia orbicularis (Neck.) Moberg [1977],59961,Physciaceae,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:24,2020-10-01 18:16:24,oui,,,,Rue Paul Gauguin,,3732454.0,s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n3;n4;n5;
774,urn:lsid:tela-botanica.org:cel:3732462,3732462,Candelariella sp.,190296,Null,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:25,2020-10-01 18:16:25,oui,,,,Rue Paul Gauguin,,3732454.0,o4;o5;
775,urn:lsid:tela-botanica.org:cel:3732463,3732463,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:25,2020-10-01 18:16:25,oui,,,,Rue Paul Gauguin,,3732454.0,e1;e2;e3;e4;e5;s1;s2;s5;o5;
776,urn:lsid:tela-botanica.org:cel:3732464,3732464,Physcia adscendens/tenella,196232,Null,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:26,2020-10-01 18:16:26,oui,,,,Rue Paul Gauguin,,3732454.0,o1;e5;
777,urn:lsid:tela-botanica.org:cel:3732465,3732465,Physconia grisea (Lam.) Poelt [1965],59171,Physciaceae,taxreflich,observation de terrain,1,45.75693,3.10072,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:16:27,2020-10-01 18:16:27,oui,,,,Rue Paul Gauguin,,3732454.0,o2;
778,urn:lsid:tela-botanica.org:cel:3732466,3732466,Xanthoria parietina (L.) Th.Fr. [1860],59568,Teloschistaceae,taxreflich,observation de terrain,1,45.75685,3.10079,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:20:46,2020-10-01 18:20:46,oui,,,,Rue Paul Gauguin,,3732455.0,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s4;s5;
779,urn:lsid:tela-botanica.org:cel:3732467,3732467,autre lichen foliacé,0,Null,Autre/inconnu,observation de terrain,1,45.75685,3.10079,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:20:46,2020-10-01 18:20:46,oui,,,,Rue Paul Gauguin,,3732455.0,o2;e3;o3;e4;o4;e5;o5;
780,urn:lsid:tela-botanica.org:cel:3732468,3732468,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],660486,Parmeliaceae,taxreflich,observation de terrain,1,45.75685,3.10079,WGS84,FR,Beaumont,63032,précise,405,2020/10/01,tb_lichensgo,Francoise PEYRISSAT  (http://www.tela-botanica.org/profil:17055),0,2020-10-01 18:20:47,2020-10-01 18:20:47,oui,,,,Rue Paul Gauguin,,3732455.0,s1;o1;n2;o4;n5;
