Id_quadrat,Id_lichens,Id_arbre,Location_lichens_sur_arbre,Date_Observation
569,3722766,3722747,"['n1', 's1', 'e1', 's2', 'e2', 's3', 'e3', 'e4', 'e5', '']",2020/07/12
570,3722767,3722747,"['o1', 'n2', 'o3', 'e4', '']",2020/07/12
571,3722768,3722747,"['e2', 'e3', 'o3', 'e5', 'o5', '']",2020/07/12
572,3722769,3722747,"['o2', 'e3', 'o3', 'o4', 'e5', 'o5', '']",2020/07/12
573,3722770,3722747,"['o4', '']",2020/07/12
574,3728362,3728359,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/07/07
575,3728363,3728359,"['n1', 'o2', 'n3', 'e3', 'o3', 'n4', 'n5', 'e5', 'o5', '']",2020/07/07
576,3728364,3728359,"['e5', '']",2020/07/07
577,3728365,3728359,"['s1', 's2', 's3', 's4', 's5', 'o4', 'o5', '']",2020/07/07
578,3728366,3728359,"['n3', 's3', 'n4', 's4', 's5', '']",2020/07/07
579,3728367,3728359,"['n2', 'o2', 's3', 's4', 'n5', 's5', '']",2020/07/07
580,3728368,3728359,"['o1', 's4', '']",2020/07/07
581,3728369,3728359,"['s1', 's4', '']",2020/07/07
582,3728370,3728359,"['o2', 'n4', 's4', 'n5', '']",2020/07/07
583,3728371,3728359,"['n5', '']",2020/07/07
584,3728373,3728360,"['o1', 'e2', 'n3', 'o3', 'n4', 'o4', 'e5', 'o5', '']",2020/09/03
585,3728374,3728360,"['e1', 'e2', '']",2020/09/03
586,3728375,3728360,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 's1', 'e1', 'n2', 'n3', 's5', '']",2020/09/03
587,3728376,3728360,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'e1', 'n2', 'e2', 'n3', 'e4', 'e5', '']",2020/09/03
588,3728377,3728360,"['o1', 'o2', 'o3', 'o4', '']",2020/09/03
589,3728378,3728360,"['o1', 'o2', 'o3', '']",2020/09/03
590,3728379,3728360,"['o5', '']",2020/09/03
591,3728380,3728361,"['n4', 'n5', 's5', '']",2020/09/03
592,3728381,3728361,"['n1', 's1', 'o1', 'n2', 's2', 'n3', 's3', 'n4', 'e4', 'o4', 's5', '']",2020/09/03
593,3728382,3728361,"['e5', '']",2020/09/03
594,3728383,3728361,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'o1', 'n2', 'o2', 'n3', 'o3', 'n4', '']",2020/09/03
595,3728384,3728361,"['s1', 's2', 's3', '']",2020/09/03
596,3728385,3728361,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 's1', 'n2', 's2', 'n3', 's3', 'n4', '']",2020/09/03
597,3728386,3728361,"['n4', 'n5', '']",2020/09/03
598,3728387,3728361,"['o2', 'n3', 'o3', 'n4', 'n5', '']",2020/09/03
599,3730102,3730099,"['s1', 's2', 's3', 's4', 's5', 'e1', 'o1', 'n2', 'e2', 'n3', 'e3', 'o3', 'e4', 'o4', 'n5', '']",2020/09/03
600,3730103,3730099,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'e2', 'n3', 'e3', 'n4', 'e4', 'e5', '']",2020/09/03
601,3730104,3730099,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'e1', 'e2', 'n3', 's4', 'e4', 'n5', '']",2020/09/03
602,3730105,3730099,"['n3', 'n5', 'e5', '']",2020/09/03
603,3730106,3730099,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'n2', 's2', 's4', '']",2020/09/03
604,3730107,3730099,"['e2', '']",2020/09/03
605,3730108,3730100,"['e2', 'e3', '']",2020/09/03
606,3730109,3730100,"['o1', 'o3', 'o4', 'o5', '']",2020/09/03
607,3730110,3730100,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's2', 's3', '']",2020/09/03
608,3730111,3730100,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 's1', 'e2', 'n3', 'n4', 'e4', 's5', '']",2020/09/03
609,3730112,3730101,"['e1', 'o1', 'n2', 'e2', 'o4', 'e5', '']",2020/09/03
610,3730113,3730101,"['e1', 'o1', 'n2', 's2', 'e2', 'o2', 'o3', 'e4', 'n5', 's5', 'e5', 'o5', '']",2020/09/03
611,3730114,3730101,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 's3', '']",2020/09/03
612,3730115,3730101,"['s2', 'e2', 's3', 's4', 's5', '']",2020/09/03
613,3730116,3730101,"['s1', 's2', 's3', 's4', 's5', 'n1', 'n3', '']",2020/09/03
614,3730380,3730377,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/09/17
615,3730381,3730377,"['n1', 's1', 's2', 'n3', 's3', 's4', 'o4', 'n5', 'o5', '']",2020/09/17
616,3730382,3730377,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n2', 'n3', 'n5', '']",2020/09/17
617,3730383,3730377,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n4', 's4', 'n5', '']",2020/09/17
618,3730384,3730377,"['s5', '']",2020/09/17
619,3730385,3730378,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/09/17
620,3730386,3730378,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'e2', 'e3', '']",2020/09/17
621,3730387,3730378,"['s4', 's5', '']",2020/09/17
622,3730388,3730378,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's4', 'n5', 's5', '']",2020/09/17
623,3730389,3730378,"['n3', '']",2020/09/17
624,3730391,3730378,"['e1', 'o1', 's2', 'e2', 'o2', 'e4', 'e5', '']",2020/09/17
625,3730392,3730379,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 'e1', 'e2', 's3', 'e4', 's5', 'e5', '']",2020/09/17
626,3730393,3730379,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o5', '']",2020/09/17
627,3730394,3730379,"['o1', 'o2', 'o5', '']",2020/09/17
628,3730395,3730379,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n2', 'n3', 'n4', '']",2020/09/17
629,3730396,3730379,"['n2', 's4', 's5', '']",2020/09/17
630,3731549,3731546,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/09/24
631,3731550,3731546,"['n3', 's5', 'o5', '']",2020/09/24
632,3731551,3731546,"['e2', 'o2', 'e4', 'o4', 'o5', '']",2020/09/24
633,3731552,3731546,"['o4', '']",2020/09/24
634,3731553,3731546,"['o5', '']",2020/09/24
635,3731554,3731546,"['o5', '']",2020/09/24
636,3731555,3731546,"['e1', 'e2', 'e3', 'e4', '']",2020/09/24
637,3731556,3731547,"['n3', 'n4', 'n5', 'o5', '']",2020/09/24
638,3731557,3731547,"['o1', 'e2', 'n4', 'o4', 'n5', 'o5', '']",2020/09/24
639,3731558,3731547,"['n2', 'e2', 'o2', 'n3', 'n4', 'e5', '']",2020/09/24
640,3731559,3731547,"['n1', '']",2020/09/24
641,3731560,3731547,"['s1', 'o1', '']",2020/09/24
642,3731561,3731547,"['n1', 's1', 'n3', 'n4', 'o4', '']",2020/09/24
643,3731562,3731547,"['n1', 's1', 'e1', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'n4', 'e4', 'n5', 's5', 'o5', '']",2020/09/24
644,3731563,3731548,"['n1', 'o1', 'n2', 'o3', 'n5', '']",2020/09/24
645,3731564,3731548,"['n1', 'n5', '']",2020/09/24
646,3731565,3731548,"['o1', 'e3', 'o3', 's4', 's5', 'e5', 'o5', '']",2020/09/24
647,3731566,3731548,"['e1', 's2', 'e2', 's3', 'e3', 'n4', '']",2020/09/24
648,3731567,3731548,"['s1', 'n2', 's3', 'e3', 'o3', 'n4', 'e4', 'o4', 's5', 'o5', '']",2020/09/24
649,3731568,3731548,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'o1', '']",2020/09/24
650,3731569,3731548,"['n3', '']",2020/09/24
651,3731570,3731548,"['n1', 'n2', 'n3', 'n4', 'n5', '']",2020/09/24
652,3732457,3732454,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'o2', 's3', 's4', 'e4', 'o4', 'o5', '']",2020/10/01
653,3732458,3732454,"['n1', 's1', 'n2', 's2', 'e2', 'n3', 's3', 'e3', 'n4', '']",2020/10/01
654,3732459,3732454,"['n2', '']",2020/10/01
655,3732460,3732454,"['o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'n2', '']",2020/10/01
656,3732461,3732454,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n3', 'n4', 'n5', '']",2020/10/01
657,3732462,3732454,"['o4', 'o5', '']",2020/10/01
658,3732463,3732454,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 's2', 's5', 'o5', '']",2020/10/01
659,3732464,3732454,"['o1', 'e5', '']",2020/10/01
660,3732465,3732454,"['o2', '']",2020/10/01
661,3732466,3732455,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's4', 's5', '']",2020/10/01
662,3732467,3732455,"['o2', 'e3', 'o3', 'e4', 'o4', 'e5', 'o5', '']",2020/10/01
663,3732468,3732455,"['s1', 'o1', 'n2', 'o4', 'n5', '']",2020/10/01
664,3732469,3732455,"['s1', 's2', 's3', 's4', 's5', 'n1', 'o1', 'o2', 'n3', 'o4', 'n5', 'o5', '']",2020/10/01
665,3732470,3732455,"['n1', 's1', 'n2', 'n3', 's3', 'n4', '']",2020/10/01
666,3732471,3732455,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/01
667,3732472,3732455,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'n2', 's2', 's3', 'n4', 's4', 'n5', '']",2020/10/01
668,3732473,3732455,"['n1', 's1', 'n2', 'o4', 'n5', 's5', 'o5', '']",2020/10/01
669,3732474,3732456,"['n1', 'n2', 'n3', 'n4', 'n5', 'o2', 'o3', 'o4', 'o5', '']",2020/10/01
670,3732475,3732456,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's2', 'n3', 's3', 'n4', 's4', 'n5', '']",2020/10/01
671,3732476,3732456,"['n2', 'n4', '']",2020/10/01
672,3732477,3732456,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o3', 'o4', 'o5', '']",2020/10/01
673,3732478,3732456,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n3', '']",2020/10/01
674,3732479,3732456,"['s5', '']",2020/10/01
675,3732480,3732456,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'o1', 'o2', '']",2020/10/01
676,3732481,3732456,"['n1', 'n2', 'n3', 'n4', 'n5', 's3', '']",2020/10/01
677,3732482,3732456,"['n1', 's4', '']",2020/10/01
678,3732483,3732456,"['n1', 'n2', '']",2020/10/01
679,3733291,3733287,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 's2', 'o2', 's3', 'e3', 'o3', 'e5', 'o5', '']",2020/10/08
680,3733292,3733287,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'e2', 'e3', 'e4', 'n5', 'e5', '']",2020/10/08
681,3733293,3733287,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', '']",2020/10/08
682,3733294,3733287,"['n2', 's2', 'n3', 'n4', 's4', 'e4', 'n5', 's5', '']",2020/10/08
683,3733295,3733287,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/08
684,3733296,3733287,"['n2', 'o2', 'n3', 'o4', '']",2020/10/08
685,3733297,3733287,"['s1', 'n2', 's3', 's4', '']",2020/10/08
686,3733298,3733287,"['n1', 'n2', 's2', 'n5', '']",2020/10/08
687,3733299,3733288,"['e1', 'n2', 's2', 'e2', 'e4', 'e5', '']",2020/10/08
688,3733300,3733288,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'o1', 'n2', 's2', 'n3', 'n4', 'o4', 'n5', '']",2020/10/08
689,3733301,3733288,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o3', 'o4', '']",2020/10/08
690,3733302,3733288,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/08
691,3733303,3733288,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'o1', 'e3', 'o5', '']",2020/10/08
692,3733304,3733288,"['o1', '']",2020/10/08
693,3733305,3733288,"['o1', 's3', 'o4', '']",2020/10/08
694,3733306,3733288,"['s1', 'e4', 'e5', '']",2020/10/08
695,3733307,3733288,"['e4', '']",2020/10/08
696,3733308,3733288,"['s1', 'n2', 'n5', '']",2020/10/08
697,3733319,3733288,"['n4', 'n5', '']",2020/10/08
698,3733320,3733288,"['n4', 'n5', '']",2020/10/08
699,3733321,3733288,"['n4', 's4', 'n5', 's5', '']",2020/10/08
700,3733322,3733288,"['s2', 's3', 's4', '']",2020/10/08
701,3733323,3733288,"['s5', '']",2020/10/08
702,3733324,3733289,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n3', 'n4', 's4', 'n5', 's5', '']",2020/10/08
703,3733325,3733289,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'n2', 'o2', 's3', 's4', 'o4', 's5', 'o5', '']",2020/10/08
704,3733326,3733289,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o5', '']",2020/10/08
705,3733327,3733289,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'n2', 's2', 'n3', 's3', '']",2020/10/08
706,3733328,3733289,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n4', 'e4', 'n5', 's5', 'e5', '']",2020/10/08
707,3733329,3733289,"['s2', '']",2020/10/08
708,3733330,3733289,"['o3', 'o5', '']",2020/10/08
709,3733331,3733289,"['n1', 'e5', 'o5', '']",2020/10/08
710,3733332,3733289,"['s1', 's3', 's4', 's5', '']",2020/10/08
711,3733333,3733289,"['e4', '']",2020/10/08
712,3733334,3733289,"['s3', 's5', '']",2020/10/08
713,3733335,3733289,"['s1', 's2', '']",2020/10/08
714,3733336,3733289,"['s2', '']",2020/10/08
715,3734203,3734202,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 's2', 'e2', 'o2', 's3', 'e3', 'e4', 'o4', '']",2020/10/15
716,3734204,3734202,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o2', '']",2020/10/15
717,3734205,3734202,"['s1', 'n2', 's2', 'o2', 'n3', 'o3', 'n4', 'e4', 'n5', 'e5', 'o5', '']",2020/10/15
718,3734206,3734202,"['s2', 's4', 's5', '']",2020/10/15
719,3734207,3734202,"['n1', '']",2020/10/15
720,3734208,3734202,"['e3', '']",2020/10/15
721,3734209,3734202,"['n2', '']",2020/10/15
722,3734210,3734202,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e2', 'e3', 'e4', 'e5', '']",2020/10/15
723,3734211,3734202,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 's3', 'o3', 'o4', '']",2020/10/15
724,3734216,3734212,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o5', '']",2020/10/15
725,3734217,3734212,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
726,3734218,3734212,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
727,3734219,3734212,"['n1', 'e2', 'e3', 'n4', 'e4', 'e5', '']",2020/10/15
728,3734220,3734212,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's3', '']",2020/10/15
729,3734221,3734212,"['e4', 's5', '']",2020/10/15
730,3734222,3734212,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2020/10/15
731,3734223,3734212,"['s5', '']",2020/10/15
732,3734224,3734212,"['o1', 'o3', 'o5', '']",2020/10/15
733,3734225,3734212,"['o4', '']",2020/10/15
734,3734227,3734213,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o2', 'o4', 'o5', '']",2020/10/15
735,3734228,3734213,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
736,3734229,3734213,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
737,3734230,3734213,"['n1', 'n3', 's3', '']",2020/10/15
738,3734231,3734213,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'n2', 'n3', 'o3', 'o4', 'o5', '']",2020/10/15
739,3734232,3734213,"['o1', 's2', 'o2', 'n3', 's3', 'n4', 's4', 'o4', 'e5', '']",2020/10/15
740,3734233,3734213,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', '']",2020/10/15
741,3734234,3734213,"['n2', '']",2020/10/15
742,3734238,3734214,"['o1', 'o2', 'o3', 'o4', 'o5', 'e2', 'n3', 's3', 'e3', 'n4', 'n5', '']",2020/10/15
743,3734239,3734214,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
744,3734240,3734214,"['e1', 'e2', 'e3', 'e4', 'e5', '']",2020/10/15
745,3734241,3734214,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's2', 's3', 's4', 's5', '']",2020/10/15
746,3734242,3734214,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
747,3734243,3734214,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's5', '']",2020/10/15
748,3734244,3734214,"['s4', '']",2020/10/15
749,3734245,3734214,"['n2', 'n4', 'e4', 'e5', '']",2020/10/15
750,3734246,3734214,"['o4', '']",2020/10/15
751,3734251,3734247,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 's2', 'e2', 'o2', 's3', 'e3', 'e4', 'o4', '']",2020/10/15
752,3734252,3734247,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o2', '']",2020/10/15
753,3734253,3734247,"['s1', 'n2', 's2', 'o2', 'n3', 'o3', 'n4', 'e4', 'n5', 'e5', 'o5', '']",2020/10/15
754,3734254,3734247,"['s2', 's4', 's5', '']",2020/10/15
755,3734255,3734247,"['n1', '']",2020/10/15
756,3734256,3734247,"['e3', '']",2020/10/15
757,3734257,3734247,"['n2', '']",2020/10/15
758,3734258,3734247,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e2', 'e3', 'e4', 'e5', '']",2020/10/15
759,3734259,3734247,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 's3', 'o3', 'o4', '']",2020/10/15
760,3734260,3734247,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n3', 'n4', '']",2020/10/15
761,3734261,3734248,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n5', '']",2020/10/15
762,3734262,3734248,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', '']",2020/10/15
763,3734263,3734248,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'o1', 's2', 's3', 'o3', 's5', 'o5', '']",2020/10/15
764,3734264,3734248,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
765,3734265,3734248,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'o1', 'n2', 's2', 'o2', 's3', 'o3', 'o5', '']",2020/10/15
766,3734266,3734248,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 's3', '']",2020/10/15
767,3734267,3734248,"['o1', '']",2020/10/15
768,3734268,3734249,"['o1', 'o2', 'o3', 'o4', 'o5', 's1', 'n2', 'e2', 's3', 'e3', 'n4', 'e4', 'n5', 's5', 'e5', '']",2020/10/15
769,3734269,3734249,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
770,3734270,3734249,"['o4', '']",2020/10/15
771,3734271,3734249,"['n1', 's3', '']",2020/10/15
772,3734272,3734249,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'o2', 'o3', 'e4', 'o4', 'e5', '']",2020/10/15
773,3734273,3734249,"['e4', 'e5', '']",2020/10/15
774,3734280,3734276,"['n1', 'o1', 'o2', 's3', 'o3', 'o4', 'n5', '']",2020/10/15
775,3734281,3734276,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n3', '']",2020/10/15
776,3734282,3734276,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'o2', 'o3', 's5', '']",2020/10/15
777,3734283,3734276,"['n1', 'n2', 'n3', 'n4', 'n5', 's5', 'e5', '']",2020/10/15
778,3734284,3734276,"['n1', '']",2020/10/15
779,3734285,3734276,"['n2', 'n5', '']",2020/10/15
780,3734286,3734276,"['n3', '']",2020/10/15
781,3734287,3734276,"['s2', 'n4', '']",2020/10/15
782,3734288,3734276,"['e1', 'e2', 'e3', 'e4', 'e5', 'n5', '']",2020/10/15
783,3734289,3734276,"['e5', '']",2020/10/15
784,3734290,3734277,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', '']",2020/10/15
785,3734291,3734277,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2020/10/15
786,3734292,3734277,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'o1', 'o2', 'o4', 'n5', 'o5', '']",2020/10/15
787,3734293,3734277,"['n1', 'n2', 'n3', 'n4', 'n5', 'o3', 'e5', '']",2020/10/15
788,3734294,3734277,"['s1', 'e1', 'e2', 'o5', '']",2020/10/15
789,3734295,3734277,"['o1', 'o2', 'o3', '']",2020/10/15
790,3734296,3734277,"['s1', 's2', 's3', 's4', 's5', 'n1', 'o2', 'o3', 'n4', '']",2020/10/15
791,3734297,3734277,"['o1', 'o2', 's4', '']",2020/10/15
792,3734298,3734277,"['n1', 's5', '']",2020/10/15
793,3734299,3734277,"['o1', '']",2020/10/15
794,3734300,3734277,"['o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 'n3', 'n4', 'e4', 'n5', 's5', 'e5', '']",2020/10/15
795,3734301,3734277,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', '']",2020/10/15
796,3734302,3734277,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', '']",2020/10/15
797,3734303,3734277,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', '']",2020/10/15
798,3734304,3734277,"['o2', 'o3', 'o4', 'n5', 'o5', '']",2020/10/15
799,3734305,3734277,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 's2', 'n4', 'n5', '']",2020/10/15
800,3734306,3734277,"['n4', '']",2020/10/15
801,3734307,3734277,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'e2', 's3', 'o3', 'o4', 'o5', '']",2020/10/15
802,3734308,3734277,"['o1', 'o3', '']",2020/10/15
803,3734309,3734277,"['s1', 's2', 'e2', 'o2', 'e3', 'e4', 'o4', 'o5', '']",2020/10/15
804,3734310,3734278,"['o2', '']",2020/10/15
805,3734311,3734278,"['n1', 'n2', 'o5', '']",2020/10/15
806,3734312,3734278,"['n3', '']",2020/10/15
807,3734313,3734278,"['s3', '']",2020/10/15
808,3734948,3734945,"['s1', 's2', 's3', 's4', 's5', 'n1', 'e1', 'n2', 'e4', 'e5', 'o5', '']",2020/10/22
809,3734949,3734945,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'e1', 'n2', 'n3', 'e3', '']",2020/10/22
