Id_quadrat,Id_lichens,Id_arbre,Location_lichens_sur_arbre,Date_Observation
1223,3746207,3746188,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o5', '']",2021/01/22
1224,3746208,3746188,"['e1', 'e2', 'e4', 'e5', '']",2021/01/22
1225,3746210,3746209,"['n1', 's1', 'o1', 'o3', 'o4', 'o5', '']",2021/02/15
1226,3746211,3746209,"['n1', 's1', 'e1', 's2', 'e2', 's3', 'e3', 's5', 'e5', 'o5', '']",2021/02/15
1227,3746212,3746209,"['n1', 'o1', 'n3', '']",2021/02/15
1228,3746213,3746209,"['s1', 's2', 'e2', 'o2', 's3', 'o3', 'e4', 'n5', 's5', 'o5', '']",2021/02/15
1229,3746214,3746209,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n2', 'n3', 'n4', '']",2021/02/15
1230,3746215,3746209,"['o1', 'e2', 'e3', 'e4', 'e5', '']",2021/02/15
1231,3746216,3746209,"['e1', '']",2021/02/15
1232,3746217,3746209,"['s1', 'e1', 'o1', 's2', 'o2', 's3', 'e3', 'o3', 'o4', 's5', 'e5', '']",2021/02/15
1233,3746218,3746209,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/02/15
1234,3746219,3746209,"['s2', '']",2021/02/15
1235,3746220,3746209,"['o5', '']",2021/02/15
1236,3746221,3746209,"['o5', '']",2021/02/15
1237,3747610,3747606,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/03/25
1238,3747611,3747606,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/03/25
1239,3747612,3747607,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/03/25
1240,3751126,3751115,"['s3', 's4', '']",2021/04/09
1241,3751191,3751187,"['n1', 'n3', 's4', '']",2021/04/09
1242,3751192,3751187,"['s1', 's2', 's3', 's4', 's5', 'n1', 'n2', 'n4', 'n5', '']",2021/04/09
1243,3751193,3751187,"['s3', 's4', '']",2021/04/09
1244,3751194,3751187,"['o1', 'o2', 'o3', 'o4', 'o5', 's2', 'n3', 'e3', 'n4', 'e4', 'e5', '']",2021/04/09
1245,3751195,3751187,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2021/04/09
1246,3751196,3751187,"['o1', '']",2021/04/09
1247,3751197,3751187,"['n1', 's1', 'e2', 'n3', 's3', 'n4', 's4', 'n5', 's5', 'e5', '']",2021/04/09
1248,3751198,3751187,"['s4', 's5', '']",2021/04/09
1249,3751199,3751187,"['s1', 'e1', 's2', 's3', 's5', '']",2021/04/09
1250,3751200,3751187,"['e4', '']",2021/04/09
1251,3751204,3751187,"['e1', 'e2', 'e3', 'e4', 'e5', 'n4', '']",2021/04/09
1252,3751205,3751187,"['n5', '']",2021/04/09
1253,3751206,3751188,"['s1', 'n2', 'e2', 'n3', 'e3', 's4', 'e4', 'e5', '']",2021/04/09
1254,3751207,3751188,"['e1', 'e3', 'n5', '']",2021/04/09
1255,3751208,3751188,"['n1', 'n2', 'n3', 'n4', 'n5', '']",2021/04/09
1256,3751209,3751188,"['s1', 'e1', 'e2', 's3', 'e3', 'n4', 'e4', 'n5', '']",2021/04/09
1257,3751210,3751188,"['o4', '']",2021/04/09
1258,3751211,3751188,"['n3', 'n4', '']",2021/04/09
1259,3751212,3751188,"['e1', 'e2', 'e3', 'e4', 'e5', 'n2', 'n3', 'n4', 'n5', '']",2021/04/09
1260,3751213,3751188,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/04/09
1261,3751216,3751188,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e2', 'e3', 'e4', 'e5', '']",2021/04/09
1262,3751217,3751188,"['s1', 's2', 's3', 's4', 's5', 'n1', 'e1', 'o1', 'n2', 'e2', 'o2', 'e3', 'e4', 'o4', 'n5', '']",2021/04/09
1263,3751218,3751188,"['n3', 'n4', 's4', 'n5', 's5', 'e5', '']",2021/04/09
1264,3751219,3751189,"['s1', 's2', 'o3', 'o4', '']",2021/04/09
1265,3751220,3751189,"['e3', '']",2021/04/09
1266,3751221,3751189,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 'n3', 's5', '']",2021/04/09
1267,3751222,3751189,"['s1', 's2', 'n3', 'n5', 's5', '']",2021/04/09
1268,3751223,3751189,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', '']",2021/04/09
1269,3751224,3751189,"['n1', 'n2', 'n3', 'n4', 'n5', '']",2021/04/09
1270,3751225,3751189,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n2', 's2', 's3', 'n4', 's4', 's5', '']",2021/04/09
1271,3751233,3751189,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', '']",2021/04/09
1272,3751234,3751189,"['o4', '']",2021/04/09
1273,3751235,3751189,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 's2', 'e2', 's3', 'o3', 'o4', 's5', '']",2021/04/09
1274,3751236,3751189,"['n3', 'n4', 'n5', '']",2021/04/09
1275,3751237,3751189,"['n1', 'o1', 's2', 'o2', 'o5', '']",2021/04/09
1276,3751238,3751189,"['n2', 'e4', '']",2021/04/09
1277,3751239,3751189,"['s1', 'o1', 'o2', 'o3', 'e4', 'o4', 's5', 'e5', '']",2021/04/09
1278,3751240,3751189,"['n2', 'n3', 'o3', '']",2021/04/09
1279,3751922,3751921,"['n1', 'n2', 'n3', 'n4', 'n5', '']",2021/04/17
1280,3752644,3752643,"['e1', 'e2', 'e3', 'e4', 'e5', '']",2021/04/19
1281,3753050,3753046,"['n1', 'o1', 'n2', 'e2', 'o2', 'n3', 'e3', 'o3', 'n4', 'e4', 'o4', 'n5', 'e5', 'o5', '']",2021/04/21
1282,3753051,3753046,"['n1', 'e1', 'o1', 'n2', 'e2', 'o2', 'n3', 'e3', 'n4', 'e4', 'n5', 'e5', '']",2021/04/21
1283,3753052,3753046,"['n1', 'e1', 'n2', 'n3', 'e3', 'n4', 'n5', '']",2021/04/21
1284,3753053,3753046,"['s1', 's2', 's3', 'e3', 's4', 'e4', 's5', 'e5', '']",2021/04/21
1285,3753054,3753046,"['s1', 's2', 's3', 's4', 's5', '']",2021/04/21
1286,3753055,3753044,"['n1', 'e1', 'o1', 'n2', 'o2', 'n3', 'o3', 'n4', 'o4', 'n5', 'o5', '']",2021/04/21
1287,3753056,3753044,"['n1', 'o1', 'n2', 'o2', 'n3', 'o3', 'n4', 'o4', 'n5', 'o5', '']",2021/04/21
1288,3753057,3753044,"['n1', 'n3', 'n4', 'n5', '']",2021/04/21
1289,3753058,3753044,"['s1', 'e1', 's2', 'e2', 's3', 'e3', 's4', 'e4', 's5', 'e5', '']",2021/04/21
1290,3753059,3753044,"['e2', 'e3', 'e5', '']",2021/04/21
1291,3753060,3753045,"['n1', 's1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 'e3', 'o3', 'n4', 'e4', 'o4', 'n5', 'e5', 'o5', '']",2021/04/21
1292,3753061,3753045,"['s1', 'e1', 'o1', 'o2', 'n3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/04/21
1293,3753062,3753045,"['s1', 'o2', 'o3', 'o4', 'o5', '']",2021/04/21
1294,3753063,3753045,"['s1', 'e1', 's2', 'e2', 's3', 'e3', 's4', 'e4', 's5', 'e5', '']",2021/04/21
1295,3753064,3753045,"['s1', 'e1', 's2', 'e2', 's3', 'e3', 's4', 'e4', 's5', 'e5', '']",2021/04/21
1296,3757722,3757705,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'o1', 's2', 'o2', 'o3', 'o4', '']",2021/05/03
1297,3757723,3757705,"['e1', 'e2', 'e3', 'e4', 'e5', 'n1', 'o1', 'n2', 'n3', '']",2021/05/03
1298,3757724,3757705,"['o1', 's2', 'o2', 'n3', 'n4', 'o4', 's5', '']",2021/05/03
1299,3757725,3757705,"['o1', 'n2', 'n3', 'n4', '']",2021/05/03
1300,3757726,3757705,"['n1', '']",2021/05/03
1301,3757727,3757705,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'e2', 'e3', '']",2021/05/03
1302,3757728,3757705,"['n1', 'e1', 'o1', 'n2', 'e2', 'e3', '']",2021/05/03
1303,3757729,3757705,"['n1', 's1', 'n2', 'o3', 'n4', 'n5', 'o5', '']",2021/05/03
1304,3757730,3757705,"['s2', 's3', '']",2021/05/03
1305,3757731,3757705,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 's2', 's3', 'n4', 's4', 'n5', '']",2021/05/03
1306,3757732,3757705,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'n3', 'n4', 'n5', '']",2021/05/03
1307,3757753,3757705,"['s1', 's2', '']",2021/05/03
1308,3757754,3757705,"['e1', 's3', '']",2021/05/03
1309,3757755,3757705,"['s1', 's2', 'n5', '']",2021/05/03
1310,3757756,3757705,"['s1', 's2', 's3', 's4', 's5', 'n1', 'n2', 'e2', 'n3', 'e3', 'e4', 'n5', 'e5', '']",2021/05/03
1311,3757757,3757705,"['n1', 's2', '']",2021/05/03
1312,3757758,3757705,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e5', '']",2021/05/03
1313,3757759,3757705,"['o5', '']",2021/05/03
1314,3757760,3757706,"['n1', 'o1', 'n2', 'o2', 'n3', 'o3', 'n4', 'o4', '']",2021/05/03
1315,3757761,3757706,"['n1', 'e1', 'o1', 'n2', 'e2', 'o2', 'e3', 'o3', 'n4', 'o4', 'n5', '']",2021/05/03
1316,3757762,3757706,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'o4', '']",2021/05/03
1317,3757766,3757706,"['s1', '']",2021/05/03
1318,3757767,3757706,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 's2', 's3', 's5', '']",2021/05/03
1319,3757768,3757706,"['o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'e1', 'n2', 's2', 'n3', 'n4', 'e5', '']",2021/05/03
1320,3757769,3757706,"['s1', 's2', 's3', 's4', 's5', 'n1', 'e1', 'n2', 'o3', 'n4', 'n5', '']",2021/05/03
1321,3757770,3757706,"['e1', 'e2', 'e3', 'e4', 'e5', 's1', 'o1', 'n2', 's2', 'n3', 'n4', '']",2021/05/03
1322,3757771,3757706,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o3', 'o4', 'o5', '']",2021/05/03
1323,3757772,3757706,"['s1', 's5', '']",2021/05/03
1324,3757773,3757706,"['n2', 'n3', 'n4', '']",2021/05/03
1325,3757774,3757706,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'o1', 'o2', 's3', 'o3', 'o4', 's5', '']",2021/05/03
1326,3757775,3757706,"['e1', 'n2', 'e2', 'n4', 'n5', 's5', '']",2021/05/03
1327,3757780,3757706,"['s1', 's2', 's3', 's4', 's5', 'e1', 'o1', 'n2', 'e2', 'o2', 'n3', 'e3', 'n4', 'o4', 'n5', '']",2021/05/03
1328,3757781,3757706,"['n4', 'n5', '']",2021/05/03
1329,3757782,3757706,"['n3', 'n5', '']",2021/05/03
1330,3757783,3757707,"['n1', 'e1', 'o1', 'n2', 'o2', 's3', 'o3', 's4', 'n5', 'o5', '']",2021/05/05
1331,3757784,3757707,"['s1', 'e1', 'n2', 'e2', 'e3', 's4', 'o4', 's5', '']",2021/05/05
1332,3757785,3757707,"['n1', 'o1', 'n2', 's2', 'o2', 'n3', 'o3', 'o4', 'n5', '']",2021/05/05
1333,3757786,3757707,"['n1', 'e1', '']",2021/05/05
1334,3757787,3757707,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o4', 'n5', '']",2021/05/05
1335,3757788,3757707,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 'e1', 'o1', 'e2', 'e3', 'o3', 's5', 'o5', '']",2021/05/05
1336,3757789,3757707,"['e1', 'e2', 'e3', '']",2021/05/05
1337,3757796,3757707,"['s2', '']",2021/05/05
1338,3757797,3757707,"['s1', 's3', 's4', 's5', '']",2021/05/05
1339,3757798,3757707,"['e1', 'e2', 'e3', 'e4', 'e5', 's4', 's5', '']",2021/05/05
1340,3757799,3757707,"['e4', '']",2021/05/05
1341,3757800,3757707,"['n2', 'n3', 'n4', 'n5', '']",2021/05/05
1342,3757802,3757707,"['s1', 's2', 'e2', 's4', '']",2021/05/05
1343,3757805,3757707,"['o4', '']",2021/05/05
1344,3757968,3757856,"['n1', 'n2', 'n3', 'e4', '']",2021/04/18
1345,3757969,3757856,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's2', 's3', 's4', 'e4', 'e5', '']",2021/04/18
1346,3757970,3757856,"['s1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'e4', 'e5', '']",2021/04/18
1347,3757971,3757856,"['n1', 's2', 's4', 's5', '']",2021/04/18
1348,3757972,3757856,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o2', 'o3', 'o4', 'e5', 'o5', '']",2021/04/18
1349,3757973,3757856,"['n1', 'e1', 'n2', 'o2', 'e3', 'o3', 'e4', 'o4', '']",2021/04/18
1350,3757974,3757856,"['s1', 's2', 's3', 's4', 's5', 'n1', 'n2', 'o2', 'n4', 'e5', '']",2021/04/18
1351,3757975,3757856,"['s1', 's2', 's3', 's4', 's5', '']",2021/04/18
1352,3781302,3781299,"['n1', 'o1', 'n5', '']",2021/04/29
1353,3781303,3781299,"['n1', 'o1', 'n2', 'o2', 'n3', 's3', 'n4', 'n5', '']",2021/04/29
1354,3781304,3781299,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'o4', 'n5', 's5', 'o5', '']",2021/04/29
1355,3781305,3781299,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/04/29
1356,3781306,3781299,"['e2', 's3', '']",2021/04/29
1357,3781307,3781299,"['s1', 's4', 'e5', '']",2021/04/29
1358,3781308,3781299,"['s1', 'n2', 'n3', 'n5', '']",2021/04/29
1359,3781309,3781299,"['s1', '']",2021/04/29
1360,3781310,3781300,"['e3', '']",2021/04/29
1361,3781311,3781300,"['n1', 'o1', 'o2', 'n3', 'n4', 'n5', 'o5', '']",2021/04/29
1362,3781312,3781300,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/04/29
1363,3781313,3781300,"['n5', '']",2021/04/29
1364,3781314,3781300,"['s1', 'e1', 'o1', 'n2', 's2', 'n3', 's3', 'o3', 's4', 'e4', 's5', 'e5', '']",2021/04/29
1365,3781315,3781300,"['n1', 's1', 'n2', 'e2', 'o3', '']",2021/04/29
1366,3781319,3781301,"['s1', 's3', 's4', 'e4', '']",2021/04/29
1367,3781320,3781301,"['n1', 'n2', 'n3', 'n4', 'n5', '']",2021/04/29
1368,3781321,3781301,"['n1', 's1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'n5', '']",2021/04/29
1369,3781322,3781301,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/04/29
1370,3781323,3781301,"['n2', 'n3', 'o3', 's5', '']",2021/04/29
1371,3781324,3781301,"['o3', '']",2021/04/29
1372,3781325,3781301,"['e1', 's5', 'o5', '']",2021/04/29
1373,3784811,3784807,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o2', 'o3', 'o4', 'o5', '']",2021/05/20
1374,3784812,3784807,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o2', '']",2021/05/20
1375,3784813,3784808,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/05/20
1376,3784814,3784808,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's2', 's3', 'e3', 'e5', '']",2021/05/20
1377,3784815,3784808,"['o4', '']",2021/05/20
1378,3784816,3784809,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'e2', '']",2021/05/20
1379,3784817,3784809,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'e2', 'e3', 'e4', '']",2021/05/20
1380,3784818,3784809,"['e1', 's3', '']",2021/05/20
1381,3784819,3784809,"['e2', '']",2021/05/20
1382,3784824,3784820,"['s1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n2', 'n3', 'n4', 'n5', '']",2021/05/20
1383,3784825,3784820,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/05/20
1384,3784826,3784820,"['n2', 'n3', '']",2021/05/20
1385,3784827,3784820,"['o1', 'o2', 'o3', 'o4', 'o5', '']",2021/05/20
1386,3784828,3784821,"['o2', 'o3', 'o4', '']",2021/05/20
1387,3784829,3784822,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'o1', 'o2', 'o3', 'o4', 'o5', 'e1', 'e2', 'e3', '']",2021/05/20
1388,3784830,3784822,"['n1', 'n2', 'n3', 'n4', 'n5', 'o1', 'o2', 'o3', 'o4', 'o5', 's1', 'e1', 's2', 'e2', 's3', 'e3', 'e5', '']",2021/05/20
1389,3788578,3788575,"['n1', 's1', 'o1', 'n2', 's2', 'e2', 's3', 'e3', 'o3', 's4', 'e4', 'e5', 'o5', '']",2021/06/08
1390,3788579,3788575,"['n1', 's1', 'n2', 's2', 's3', 'e3', 'n4', 's4', 'e4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1391,3788580,3788575,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1392,3788581,3788575,"['n1', 'e1', 'o1', 'e2', 'o2', 's3', 'o3', 's4', 'o4', 's5', 'o5', '']",2021/06/08
1393,3788582,3788575,"['n1', 'n2', 'e2', 'n3', 'n4', 's4', 'n5', 's5', '']",2021/06/08
1394,3788583,3788575,"['s3', '']",2021/06/08
1395,3788584,3788575,"['s4', 'e4', 'e5', '']",2021/06/08
1396,3788585,3788575,"['s4', '']",2021/06/08
1397,3788586,3788576,"['n1', 's1', 'e1', 'o1', 'n2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1398,3788587,3788576,"['n1', 'o1', 'e2', 'o2', 'n3', 'o3', 'n4', 'o5', '']",2021/06/08
1399,3788588,3788576,"['s1', 'e1', 'o1', 'n2', 'e2', 'o2', 's3', 'e3', 'o3', 'e4', 'o4', 's5', 'e5', 'o5', '']",2021/06/08
1400,3788589,3788576,"['s1', 'e1', 'e2', 'o2', 'n3', 's3', 'o3', 's4', 'e4', 'o4', 'n5', 'o5', '']",2021/06/08
1401,3788590,3788576,"['s2', 'n3', '']",2021/06/08
1402,3788591,3788576,"['s1', 'e1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 's5', '']",2021/06/08
1403,3788592,3788577,"['n2', 'n3', '']",2021/06/08
1404,3788593,3788577,"['n1', 'n2', 'e4', '']",2021/06/08
1405,3788594,3788577,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1406,3788595,3788577,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1407,3788596,3788577,"['o1', 'o2', 'n3', 'o3', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1408,3788597,3788577,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1409,3788598,3788577,"['n2', 's3', 's4', 'e4', 's5', 'o5', '']",2021/06/08
1410,3788599,3788577,"['n3', '']",2021/06/08
1411,3788600,3788577,"['n5', 'o5', '']",2021/06/08
1412,3788605,3788602,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1413,3788606,3788602,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1414,3788607,3788602,"['n1', 'n2', 'o2', 'n3', 'o3', 'n4', 'o4', '']",2021/06/08
1415,3788608,3788602,"['s1', 'o1', 'n2', 'n3', 'o3', '']",2021/06/08
1416,3788609,3788602,"['n2', '']",2021/06/08
1417,3788610,3788602,"['n1', '']",2021/06/08
1418,3788611,3788602,"['n1', '']",2021/06/08
1419,3788612,3788602,"['e1', 'e2', 'e3', 'o3', 'e4', 'o4', 'e5', 'o5', '']",2021/06/08
1420,3788613,3788603,"['n1', 's1', 'n2', 's2', 'e2', 'n3', 's3', 'e3', 'n4', 'e4', 'n5', 'o5', '']",2021/06/08
1421,3788614,3788603,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 's5', 'e5', 'o5', '']",2021/06/08
1422,3788615,3788603,"['e1', 'e2', 'n3', 'n4', 's4', 'n5', 's5', '']",2021/06/08
1423,3788616,3788603,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1424,3788617,3788603,"['n3', 'o4', 's5', 'o5', '']",2021/06/08
1425,3788618,3788603,"['s1', 'e1', 'o1', 'e2', 'e4', 'o4', 's5', '']",2021/06/08
1426,3788619,3788603,"['s5', '']",2021/06/08
1427,3788620,3788603,"['o1', 'o2', 'o5', '']",2021/06/08
1428,3788622,3788604,"['n1', 's1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1429,3788623,3788604,"['s1', 'o1', 'n2', 's2', 'o2', 's3', 'o3', 'n4', 's4', 'n5', '']",2021/06/08
1430,3788624,3788604,"['s1', 'e1', 'o1', 'n2', 's2', 'e2', 'o2', 'n3', 's3', 'e3', 'o3', 'n4', 's4', 'e4', 'o4', 'n5', 's5', 'e5', 'o5', '']",2021/06/08
1431,3788625,3788604,"['n4', 'n5', '']",2021/06/08
1432,3788626,3788604,"['n1', 's1', 'e2', 'e3', 'e4', 'o4', 'e5', '']",2021/06/08
1433,3788627,3788604,"['n2', '']",2021/06/08
1434,3788628,3788604,"['e1', 'n2', '']",2021/06/08
1435,3788629,3788604,"['s2', 'e2', 'e3', 'e4', 's5', 'e5', '']",2021/06/08
1436,3788630,3788604,"['e1', 'o3', 'e5', '']",2021/06/08
1437,3788631,3788604,"['e2', 'o2', 'e3', 'o3', 'e4', 'o4', '']",2021/06/08
1438,3788720,3788707,"['n1', 'n2', 'n3', 'n4', 'n5', 's4', 'o5', '']",2021/05/28
1439,3788721,3788707,"['n5', 's5', 'e5', '']",2021/05/28
1440,3788722,3788707,"['o3', '']",2021/05/28
1441,3788723,3788707,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', '']",2021/05/28
1442,3788724,3788707,"['o1', 'n5', '']",2021/05/28
1443,3788725,3788707,"['e2', '']",2021/05/28
1444,3788726,3788707,"['n1', 'n2', 'n3', 'n4', 'n5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/05/28
1445,3788727,3788707,"['n3', '']",2021/05/28
1446,3788728,3788707,"['e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', 'n1', 'n2', 'n3', 's3', 's4', 'n5', 's5', '']",2021/05/28
1447,3788729,3788707,"['n1', 'e1', 'o2', 'n3', 'e4', 'n5', 'e5', '']",2021/05/28
1448,3788812,3788707,"['n1', 'e2', 'e3', 'n4', 'n5', '']",2021/05/28
1449,3788813,3788708,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', '']",2021/05/28
1450,3788814,3788708,"['n1', 'o1', 'n2', 'o3', '']",2021/05/28
1451,3788815,3788708,"['e1', 'e2', 'e3', 'e4', 'e5', 's2', 'n3', 's3', 's4', 's5', 'o5', '']",2021/05/28
1452,3788816,3788707,"['n1', 'n2', 'n3', 'n4', 'n5', 'e2', 'e4', '']",2021/05/28
1453,3788817,3788708,"['n1', 'n2', 'n3', 'n4', 'n5', 's1', 's2', 's3', 's4', 's5', 'e1', 'e2', 'e3', 'e4', 'e5', 'o1', 'o2', 'o3', 'o4', 'o5', '']",2021/05/28
