,Identifiant,Espèce,Date Création,Latitude,Longitude,ext:loc-sur-tronc
257,3651612,Amandinea punctata/Lecidella elaeochroma,2020-01-02 09:24:10,49.10602,7.07165,n1;s1;s5;
258,3651613,Amandinea punctata/Lecidella elaeochroma,2020-01-02 09:24:12,49.10602,7.07165,o2;o3;s4;o4;n5;o5;
259,3651614,Evernia prunastri,2020-01-02 09:24:13,49.10602,7.07165,n2;
260,3651615,Physcia leptalea,2020-01-02 09:24:14,49.10602,7.07165,e4;e5;
262,3651865,Evernia prunastri,2020-01-04 20:16:45,45.74629,3.07895,n1;o1;o2;e3;o3;e4;o4;e5;o5;
263,3651866,Parmelia sulcata,2020-01-04 20:16:46,45.74629,3.07895,e1;o1;n2;e2;o2;e3;e4;o5;
264,3651867,Pleurosticta acetabulum,2020-01-04 20:16:47,45.74629,3.07895,o1;o3;
265,3651868,Xanthoria parietina,2020-01-04 20:16:48,45.74629,3.07895,s1;e1;o1;s2;o2;s5;o5;
266,3651869,Physcia aipolia/stellaris,2020-01-04 20:16:49,45.74629,3.07895,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
267,3651870,Physconia distorta,2020-01-04 20:16:49,45.74629,3.07895,o1;e2;o2;o4;
268,3651871,Physconia grisea,2020-01-04 20:16:50,45.74629,3.07895,n1;n5;
269,3651872,Physcia adscendens/tenella,2020-01-04 20:16:51,45.74629,3.07895,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
270,3651873,Melanohalea exasperata,2020-01-04 20:16:52,45.74629,3.07895,s1;e1;o1;s2;e2;o2;n3;s3;e4;o4;n5;s5;e5;o5;
271,3651874,Hypogymnia physodes/tubulosa,2020-01-04 20:16:53,45.74629,3.07895,e1;
272,3651879,autre lichen foliacé,2020-01-04 20:20:21,45.74629,3.07895,e1;e3;
273,3651880,Parmelina tiliacea/pastillifera,2020-01-04 20:20:22,45.74629,3.07895,e3;
274,3651881,autre lichen foliacé,2020-01-04 20:20:23,45.74629,3.07895,n1;s1;n2;s2;n3;s3;n4;s4;n5;s5;
275,3651882,Phaeophyscia orbicularis,2020-01-04 20:20:24,45.74629,3.07895,n1;s1;n2;s2;n3;s3;n4;s4;n5;s5;
277,3651885,Evernia prunastri,2020-01-04 20:29:59,45.7457,3.07892,n3;
278,3651886,Parmelia sulcata,2020-01-04 20:30:00,45.7457,3.07892,s3;e5;
279,3651887,Pleurosticta acetabulum,2020-01-04 20:30:00,45.7457,3.07892,o2;s3;n4;n5;o5;
280,3651888,Xanthoria parietina,2020-01-04 20:30:01,45.7457,3.07892,n1;s1;e1;n2;s2;n3;s3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
281,3651889,Flavoparmelia caperata/soredians,2020-01-04 20:30:02,45.7457,3.07892,o5;
282,3651890,Physconia distorta,2020-01-04 20:30:03,45.7457,3.07892,n1;s1;e1;o1;n2;s2;e2;o2;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
283,3651891,Physcia aipolia/stellaris,2020-01-04 20:30:04,45.7457,3.07892,n1;n2;
284,3651892,Physconia grisea,2020-01-04 20:30:04,45.7457,3.07892,n1;s1;e1;s2;e2;n3;e3;e4;n5;e5;
285,3651893,Physcia adscendens/tenella,2020-01-04 20:30:05,45.7457,3.07892,n1;s1;o1;n2;s2;n3;s3;e3;n4;s4;e4;o4;n5;s5;e5;o5;
286,3651894,Melanohalea exasperata,2020-01-04 20:30:06,45.7457,3.07892,n1;n2;s2;n3;s4;e4;e5;
287,3651895,Phaeophyscia orbicularis,2020-01-04 20:32:54,45.7457,3.07892,s1;e1;o1;n2;s2;e2;s3;e3;o3;n4;s4;e4;n5;s5;e5;
288,3651896,Lecanora sp.,2020-01-04 20:32:55,45.7457,3.07892,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;e4;o4;n5;e5;o5;
289,3651897,Amandinea punctata/Lecidella elaeochroma,2020-01-04 20:32:56,45.7457,3.07892,n5;
290,3651898,Melanelixia glabratula/subaurifera,2020-01-04 20:32:57,45.7457,3.07892,s1;
294,3652400,Evernia prunastri,2020-01-10 10:57:24,49.10306,7.06393,n1;o1;e3;e4;
295,3652401,Physcia adscendens/tenella,2020-01-10 10:57:25,49.10306,7.06393,s1;s2;o2;s3;s4;s5;e5;
296,3652402,Parmelia sulcata,2020-01-10 10:57:26,49.10306,7.06393,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
297,3652403,Hypogymnia physodes/tubulosa,2020-01-10 10:57:26,49.10306,7.06393,n1;s1;e1;o1;n2;s2;n3;s3;n4;n5;
298,3652404,Punctelia sp.,2020-01-10 10:57:27,49.10306,7.06393,n1;s1;n2;e2;n3;s3;o3;s4;o4;o5;
299,3652405,Physconia grisea,2020-01-10 10:57:28,49.10306,7.06393,e3;
300,3652406,Melanelixia glabratula/subaurifera,2020-01-10 10:57:29,49.10306,7.06393,s2;e2;n3;s3;e5;
301,3652407,Flavoparmelia caperata/soredians,2020-01-10 10:57:29,49.10306,7.06393,o3;o4;
302,3652408,Parmelia saxatilis,2020-01-10 10:57:30,49.10306,7.06393,e1;n4;n5;
303,3652409,lichen crustacé à aspect poudreux,2020-01-10 10:57:31,49.10306,7.06393,n3;n4;n5;s5;
304,3652410,Evernia prunastri,2020-01-10 11:14:38,49.10318,7.06395,s1;
305,3652411,Physcia adscendens/tenella,2020-01-10 11:14:39,49.10318,7.06395,e1;o1;e2;o2;e3;o3;e4;o4;e5;o5;
306,3652412,Parmelia sulcata,2020-01-10 11:14:40,49.10318,7.06395,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
307,3652413,Hypogymnia physodes/tubulosa,2020-01-10 11:14:41,49.10318,7.06395,s2;
308,3652414,Xanthoria parietina,2020-01-10 11:14:41,49.10318,7.06395,o2;e4;
309,3652415,Punctelia sp.,2020-01-10 11:14:42,49.10318,7.06395,n1;s1;e1;o1;o2;s3;s4;s5;
310,3652416,Melanelixia glabratula/subaurifera,2020-01-10 11:14:43,49.10318,7.06395,o3;
311,3652417,lichen crustacé à aspect poudreux,2020-01-10 11:14:44,49.10318,7.06395,n3;s3;o4;n5;
312,3652418,Physcia adscendens/tenella,2020-01-10 11:19:57,49.10308,7.06404,n1;e1;o1;n2;e2;o2;e3;e4;e5;
313,3652419,Parmelia sulcata,2020-01-10 11:19:58,49.10308,7.06404,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
314,3652420,Hypogymnia physodes/tubulosa,2020-01-10 11:19:59,49.10308,7.06404,o2;
315,3652421,Xanthoria parietina,2020-01-10 11:19:59,49.10308,7.06404,n1;e5;
316,3652422,Punctelia sp.,2020-01-10 11:20:00,49.10308,7.06404,n1;s2;s3;n5;
317,3652423,Melanelixia glabratula/subaurifera,2020-01-10 11:20:01,49.10308,7.06404,o2;n3;o4;
319,3652626,Phaeophyscia orbicularis,2020-01-15 13:29:27,45.74571,3.0789,n1;e1;o1;n2;s2;o2;n3;s3;e3;n4;s4;n5;s5;o5;
320,3652627,Xanthoria parietina,2020-01-15 13:29:29,45.74571,3.0789,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
321,3652628,Physconia grisea,2020-01-15 13:29:29,45.74571,3.0789,s2;e2;n4;n5;
322,3652629,Physcia leptalea,2020-01-15 13:29:30,45.74571,3.0789,s1;s2;o3;s4;
323,3652630,Lecanora sp.,2020-01-15 13:29:31,45.74571,3.0789,n2;s2;n3;s4;
324,3652631,Physconia distorta,2020-01-15 13:29:32,45.74571,3.0789,n5;s5;
325,3652632,Physcia adscendens/tenella,2020-01-15 13:29:33,45.74571,3.0789,n5;
326,3653483,Acer pseudoplatanus L. [1753],2020-02-07 16:43:59,45.74509,3.07568,
327,3653484,Prunus L. [1753],2020-02-07 16:44:26,45.74509,3.07568,
328,3653485,Xanthoria parietina,2020-02-07 16:49:58,45.74501,3.07563,n1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;s4;e4;o4;s5;e5;o5;
329,3653486,Phaeophyscia orbicularis,2020-02-07 16:49:59,45.74501,3.07563,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
330,3653487,autre lichen foliacé,2020-02-07 16:49:59,45.74501,3.07563,e3;e4;e5;
331,3653488,Physconia distorta,2020-02-07 16:50:36,45.74501,3.07563,s1;o3;o4;
332,3653489,Physcia adscendens/tenella,2020-02-07 16:50:55,45.74501,3.07563,s1;s2;s3;s4;s5;
333,3653490,Pleurosticta acetabulum,2020-02-07 16:50:56,45.74501,3.07563,n4;
334,3653498,Phaeophyscia orbicularis,2020-02-07 17:00:02,45.74485,3.07556,e1;n2;s2;e2;n3;s3;e3;n4;e4;e5;
335,3653499,autre lichen foliacé,2020-02-07 17:00:36,45.74485,3.07556,e1;s2;e2;o2;e3;o3;s4;e4;s5;e5;o5;
336,3653500,Physconia distorta,2020-02-07 17:00:37,45.74485,3.07556,s1;s2;o2;s3;o4;o5;
337,3653501,Physcia adscendens/tenella,2020-02-07 17:00:38,45.74485,3.07556,n2;n3;n4;
338,3653502,Candelaria concolor,2020-02-07 17:00:39,45.74485,3.07556,n1;s1;o1;n2;s2;o2;s3;o3;n4;s4;e4;o4;s5;e5;o5;
339,3653503,Physcia aipolia/stellaris,2020-02-07 17:00:45,45.74485,3.07556,s1;e3;o4;
340,3653504,Melanelixia glabratula/subaurifera,2020-02-07 17:00:46,45.74485,3.07556,s1;o1;s2;s3;s4;o4;o5;
341,3653505,Physconia grisea,2020-02-07 17:00:48,45.74485,3.07556,s4;s5;
342,3653506,Parmelina tiliacea/pastillifera,2020-02-07 17:00:50,45.74485,3.07556,e1;
343,3653507,Evernia prunastri,2020-02-07 17:00:52,45.74485,3.07556,o1;o4;
344,3653510,Flavoparmelia caperata/soredians,2020-02-07 17:05:46,45.74485,3.07556,o1;
345,3653511,Parmelia sulcata,2020-02-07 17:05:49,45.74485,3.07556,o1;o2;o3;o4;o5;
346,3653512,autre lichen foliacé,2020-02-07 17:05:52,45.74485,3.07556,s1;o1;
347,3653524,Robinia pseudoacacia L. [1753],2020-02-07 17:36:06,45.74795,3.08261,
348,3653768,Robinia pseudoacacia L. [1753],2020-02-11 17:35:12,45.74576,3.08576,
349,3653769,Robinia pseudoacacia L. [1753],2020-02-11 17:36:26,45.74576,3.08576,
350,3653770,Robinia pseudoacacia L. [1753],2020-02-11 17:36:27,45.74576,3.08576,
351,3653771,Physconia distorta,2020-02-11 17:42:29,45.7479,3.08267,o1;s2;o2;s3;e3;o3;s4;o4;n5;s5;e5;o5;
352,3653772,Phaeophyscia orbicularis,2020-02-11 17:42:31,45.7479,3.08267,n1;s1;o1;n2;s2;o2;n3;s3;o3;n4;s4;o4;s5;o5;
353,3653773,Xanthoria parietina,2020-02-11 17:42:32,45.7479,3.08267,n1;s1;o1;n2;s2;o2;n3;s3;o3;n4;s4;o4;n5;s5;o5;
354,3653774,Physcia adscendens/tenella,2020-02-11 17:42:33,45.7479,3.08267,n1;s1;n2;s2;s3;n4;s4;o4;
355,3653775,Physconia grisea,2020-02-11 17:42:34,45.7479,3.08267,n1;s1;e1;n2;s2;e2;n3;s3;s4;n5;s5;
356,3653777,Physconia distorta,2020-02-11 17:50:10,45.74795,3.08275,n1;e4;o4;s5;
357,3653778,Phaeophyscia orbicularis,2020-02-11 17:50:11,45.74795,3.08275,s1;o1;o2;o3;s4;o4;s5;o5;
358,3653779,Xanthoria parietina,2020-02-11 17:50:12,45.74795,3.08275,n1;s1;o1;n2;s2;o2;n3;s3;o3;n4;s4;o4;n5;s5;o5;
359,3653780,Physcia adscendens/tenella,2020-02-11 17:50:14,45.74795,3.08275,n1;s1;n2;s2;n3;s3;o3;n4;n5;
360,3653781,Physconia grisea,2020-02-11 17:50:15,45.74795,3.08275,n1;s1;n2;s2;o2;n3;s3;o3;n4;s4;o4;n5;s5;o5;
361,3653782,autre lichen foliacé,2020-02-11 17:50:16,45.74795,3.08275,e1;s2;e2;o2;s3;e3;o3;n4;e4;o4;o5;
362,3653783,Physcia aipolia/stellaris,2020-02-11 17:50:27,45.74795,3.08275,n3;n5;
363,3653784,Pleurosticta acetabulum,2020-02-11 17:50:29,45.74795,3.08275,n1;n2;
364,3653785,Physconia distorta,2020-02-11 17:55:18,45.74803,3.08289,n1;s1;e1;o1;n2;s2;e2;o2;s3;s4;e4;o4;s5;e5;o5;
365,3653786,Phaeophyscia orbicularis,2020-02-11 17:55:20,45.74803,3.08289,n1;s1;o1;n2;s2;o2;n3;s3;o3;n4;s4;o4;n5;s5;
366,3653787,Xanthoria parietina,2020-02-11 17:55:21,45.74803,3.08289,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;
367,3653788,Physcia adscendens/tenella,2020-02-11 17:55:22,45.74803,3.08289,n1;s1;o1;n2;s2;o2;n3;s3;n4;s4;n5;s5;o5;
368,3653789,Physconia grisea,2020-02-11 17:55:22,45.74803,3.08289,n1;s1;e1;n2;s2;n3;s3;e3;n4;s4;n5;s5;e5;o5;
369,3653790,autre lichen foliacé,2020-02-11 17:55:25,45.74803,3.08289,s1;n2;s2;s3;n4;s4;n5;s5;e5;
370,3653791,Physcia aipolia/stellaris,2020-02-11 17:55:26,45.74803,3.08289,n1;n2;n4;n5;
371,3653792,Pleurosticta acetabulum,2020-02-11 17:55:27,45.74803,3.08289,n4;
372,3653793,Punctelia sp.,2020-02-11 17:55:28,45.74803,3.08289,e2;
373,3653795,Catalpa bignonioides ,2020-02-11 18:07:00,45.74853,3.0854,
374,3653796,Catalpa bignonioides ,2020-02-11 18:09:38,45.74853,3.0854,
375,3653797,Catalpa bignonioides ,2020-02-11 18:09:39,45.74853,3.0854,
376,3653799,Physconia distorta,2020-02-11 18:13:17,45.7486,3.08414,n1;s1;o1;o2;
377,3653800,Xanthoria parietina,2020-02-11 18:13:19,45.7486,3.08414,n2;n3;n4;
378,3653801,Pleurosticta acetabulum,2020-02-11 18:13:21,45.7486,3.08414,n1;n2;n4;
379,3653802,Physcia adscendens/tenella,2020-02-11 18:13:22,45.7486,3.08414,n1;n2;n3;n4;n5;
380,3653803,Phaeophyscia orbicularis,2020-02-11 18:13:22,45.7486,3.08414,n1;n2;n3;n4;n5;
381,3653804,Physconia distorta,2020-02-11 18:14:38,45.74859,3.08406,n3;
382,3653805,Phaeophyscia orbicularis,2020-02-11 18:14:39,45.74859,3.08406,n1;n2;n3;n4;n5;
383,3653806,Xanthoria parietina,2020-02-11 18:17:34,45.74859,3.08395,n3;n4;
384,3653807,Physcia adscendens/tenella,2020-02-11 18:18:54,45.74859,3.08395,n1;s2;
385,3653808,Phaeophyscia orbicularis,2020-02-11 18:21:52,45.74859,3.08395,n1;n2;n3;n4;n5;
386,3653809,autre lichen foliacé,2020-02-11 18:25:35,45.74859,3.08395,n1;n2;n3;n4;n5;
387,3653810,Prunus L. [1753],2020-02-11 18:32:59,45.7502,3.09295,
388,3653811,Liquidambar styraciflua L. [1753],2020-02-11 18:33:00,45.7502,3.09295,
389,3653812,Physconia grisea,2020-02-11 18:39:02,45.75031,3.09329,n1;o1;n2;n3;n4;n5;
390,3653813,Physconia distorta,2020-02-11 18:39:03,45.75031,3.09329,n1;s1;e1;n2;s2;e2;o2;s3;e3;o3;n4;o4;n5;s5;
391,3653814,Candelaria concolor,2020-02-11 18:39:04,45.75031,3.09329,n1;n2;n3;n4;n5;
392,3653815,autre lichen foliacé,2020-02-11 18:39:05,45.75031,3.09329,n2;n3;n4;n5;
393,3653816,Xanthoria parietina,2020-02-11 18:39:05,45.75031,3.09329,n1;e2;n3;n4;e4;
394,3653817,Punctelia sp.,2020-02-11 18:39:05,45.75031,3.09329,s1;s2;
395,3653818,Lecanora sp.,2020-02-11 18:39:09,45.75031,3.09329,n5;
396,3653819,Phaeophyscia orbicularis,2020-02-11 18:39:09,45.75031,3.09329,n3;n4;
397,3653820,Physconia grisea,2020-02-11 18:43:14,45.75035,3.09324,n1;e2;
398,3653821,Physconia distorta,2020-02-11 18:43:19,45.75035,3.09324,o1;o3;o4;
399,3653822,autre lichen foliacé,2020-02-11 18:43:20,45.75035,3.09324,s1;n3;
400,3653823,Physcia adscendens/tenella,2020-02-11 18:43:20,45.75035,3.09324,s1;n2;s2;e2;n3;
401,3653824,Xanthoria parietina,2020-02-11 18:43:21,45.75035,3.09324,o5;
402,3653825,Phaeophyscia orbicularis,2020-02-11 18:43:22,45.75035,3.09324,e3;
403,3653826,Physcia aipolia/stellaris,2020-02-11 18:43:22,45.75035,3.09324,n1;s1;e1;o1;s2;e2;o2;n3;s3;e3;o3;e4;o4;n5;e5;o5;
404,3653827,autre lichen foliacé,2020-02-11 18:43:23,45.75035,3.09324,o2;o3;
405,3653828,Pleurosticta acetabulum,2020-02-11 18:43:23,45.75035,3.09324,o2;
406,3653829,Melanohalea exasperata,2020-02-11 18:43:23,45.75035,3.09324,n2;e2;n4;o4;
407,3653830,Evernia prunastri,2020-02-11 18:44:37,45.75035,3.09324,n2;n3;s3;n4;s4;
408,3653831,Parmelia sulcata,2020-02-11 18:44:55,45.75035,3.09324,n2;n3;n4;n5;
409,3653832,Flavoparmelia caperata/soredians,2020-02-11 18:44:56,45.75035,3.09324,n4;s4;s5;
412,3653954,Pseudevernia furfuracea,2020-02-13 18:07:42,45.82265,1.24257,n1;
413,3653957,Parmelia sulcata,2020-02-13 18:10:29,45.82265,1.24257,n1;n2;n3;n4;n5;
414,3653958,Flavoparmelia caperata/soredians,2020-02-13 18:10:30,45.82265,1.24257,n2;
415,3653959,Punctelia sp.,2020-02-13 18:10:31,45.82265,1.24257,n1;n3;n5;
416,3653960,Pertusaria pertusa,2020-02-13 18:10:31,45.82265,1.24257,n5;
421,3654178,Evernia prunastri,2020-02-18 15:35:49,45.82265,1.24211,n2;
422,3654188,Parmelia sulcata,2020-02-18 15:39:57,45.82293,1.24335,o1;o2;o4;
423,3654189,Flavoparmelia caperata/soredians,2020-02-18 15:40:54,45.82293,1.24335,o2;o3;o4;o5;
427,3654200,Parmelia sulcata,2020-02-18 15:47:45,45.82267,1.24314,e1;e2;e3;e4;e5;
428,3654202,Parmelia sulcata,2020-02-18 15:47:32,45.82267,1.24314,e1;e2;e3;e4;e5;
429,3654203,Parmelia sulcata,2020-02-18 15:47:38,45.82267,1.24314,e1;e2;e3;e4;e5;
431,3654209,Parmelia sulcata,2020-02-18 15:47:53,45.82267,1.24314,e1;e2;e3;e4;e5;
432,3654210,Phaeophyscia orbicularis,2020-02-18 15:48:25,45.82293,1.24335,o4;
434,3655426,Amandinea punctata/Lecidella elaeochroma,2020-02-26 19:38:03,45.7633,3.11414,n1;s1;o1;s2;o2;n3;n4;s4;n5;s5;
435,3655427,Physcia adscendens/tenella,2020-02-26 19:38:04,45.7633,3.11414,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
436,3655428,Lecanora sp.,2020-02-26 19:38:05,45.7633,3.11414,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
437,3655429,Phaeophyscia orbicularis,2020-02-26 19:38:07,45.7633,3.11414,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
438,3655430,Xanthoria parietina,2020-02-26 19:38:08,45.7633,3.11414,s1;e1;o1;n3;e4;o4;e5;
439,3655431,Melanelixia glabratula/subaurifera,2020-02-26 19:38:11,45.7633,3.11414,e1;s2;o2;e4;o4;e5;
440,3655432,Candelaria concolor,2020-02-26 19:38:12,45.7633,3.11414,n1;o1;n2;e2;e3;o3;e4;e5;
441,3655433,Physcia aipolia/stellaris,2020-02-26 19:38:14,45.7633,3.11414,n1;s2;e2;e3;e4;s5;
442,3655434,Physconia distorta,2020-02-26 19:38:14,45.7633,3.11414,e2;o3;
443,3655435,Pleurosticta acetabulum,2020-02-26 19:38:15,45.7633,3.11414,e3;o3;e5;
444,3655436,autre lichen foliacé,2020-02-26 19:41:31,45.7633,3.11414,s1;s2;s3;s4;s5;e4;o4;e5;o5;
445,3655437,Parmelina tiliacea/pastillifera,2020-02-26 19:41:32,45.7633,3.11414,n1;e4;
446,3655438,Evernia prunastri,2020-02-26 19:41:33,45.7633,3.11414,n1;o1;o2;o3;o5;
447,3655439,Parmelia sulcata,2020-02-26 19:41:34,45.7633,3.11414,o3;o4;
448,3655440,Punctelia sp.,2020-02-26 19:41:34,45.7633,3.11414,n4;
449,3655441,Flavoparmelia caperata/soredians,2020-02-26 19:41:35,45.7633,3.11414,n5;
452,3655444,Amandinea punctata/Lecidella elaeochroma,2020-02-26 20:40:40,45.76334,3.11415,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;o1;e2;o2;e4;o5;
453,3655445,Physcia adscendens/tenella,2020-02-26 20:40:40,45.76334,3.11415,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
454,3655446,Lecanora sp.,2020-02-26 20:40:43,45.76334,3.11415,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;
455,3655447,Phaeophyscia orbicularis,2020-02-26 20:40:43,45.76334,3.11415,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;e2;e3;
456,3655448,Xanthoria parietina,2020-02-26 20:40:43,45.76334,3.11415,n1;e1;n2;e3;e5;
457,3655449,Candelaria concolor,2020-02-26 20:40:44,45.76334,3.11415,o1;e2;o2;e3;
458,3655450,Physcia aipolia/stellaris,2020-02-26 20:40:44,45.76334,3.11415,s1;e1;s2;n3;s3;e4;o4;s5;o5;
459,3655451,Physconia distorta,2020-02-26 20:40:45,45.76334,3.11415,e2;
460,3655452,Pleurosticta acetabulum,2020-02-26 20:40:46,45.76334,3.11415,e1;e3;o3;e5;o5;
461,3655453,Physconia grisea,2020-02-26 20:40:46,45.76334,3.11415,s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e3;e4;
462,3655454,autre lichen foliacé,2020-02-26 20:43:38,45.76334,3.11415,e1;e2;e3;e4;e5;o3;
463,3655455,Parmelina tiliacea/pastillifera,2020-02-26 20:43:39,45.76334,3.11415,n1;e4;
464,3655456,Evernia prunastri,2020-02-26 20:43:39,45.76334,3.11415,n1;o1;o4;o5;
465,3655457,Parmelia sulcata,2020-02-26 20:43:40,45.76334,3.11415,o1;o2;o3;o4;o5;e2;e4;e5;
466,3655458,Punctelia sp.,2020-02-26 20:43:40,45.76334,3.11415,n4;
467,3655459,Flavoparmelia caperata/soredians,2020-02-26 20:43:40,45.76334,3.11415,e5;
468,3655460,Melanohalea exasperata,2020-02-26 20:43:41,45.76334,3.11415,e1;
469,3655461,Physcia adscendens/tenella,2020-02-26 20:49:18,45.76324,3.11422,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s4;e5;
470,3655462,Lecanora sp.,2020-02-26 20:49:18,45.76324,3.11422,s1;s3;s4;s5;e5;
471,3655463,Phaeophyscia orbicularis,2020-02-26 20:49:19,45.76324,3.11422,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s1;e1;s2;s3;s4;e4;e5;
472,3655464,Xanthoria parietina,2020-02-26 20:49:19,45.76324,3.11422,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e3;e4;
473,3655465,Candelaria concolor,2020-02-26 20:49:19,45.76324,3.11422,n1;s2;n4;s4;e5;
474,3655466,Physcia aipolia/stellaris,2020-02-26 20:49:20,45.76324,3.11422,n1;n2;n3;n4;n5;s1;e1;s2;e3;s4;s5;
475,3655467,Pleurosticta acetabulum,2020-02-26 20:49:20,45.76324,3.11422,e1;n4;e4;
476,3655468,Physconia grisea,2020-02-26 20:49:20,45.76324,3.11422,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;e1;e2;s3;e4;s5;e5;
477,3655469,autre lichen foliacé,2020-02-26 20:49:20,45.76324,3.11422,s1;s2;s3;s4;s5;n1;e1;o1;e2;o2;n4;e4;o4;o5;
481,3656217,Physcia adscendens/tenella,2020-03-03 19:28:39,45.75218,3.09652,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s3;
482,3656218,Physcia aipolia/stellaris,2020-03-03 19:28:40,45.75218,3.09652,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e5;
483,3656219,Phaeophyscia orbicularis,2020-03-03 19:28:40,45.75218,3.09652,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;n4;s5;
484,3656220,Candelaria concolor,2020-03-03 19:28:40,45.75218,3.09652,n1;n2;
485,3656221,Parmelia sulcata,2020-03-03 19:28:41,45.75218,3.09652,o1;n2;n3;n4;o4;n5;
486,3656222,Pleurosticta acetabulum,2020-03-03 19:28:41,45.75218,3.09652,n2;
487,3656223,Physconia distorta,2020-03-03 19:28:41,45.75218,3.09652,n2;o2;n3;o4;o5;
488,3656224,Evernia prunastri,2020-03-03 19:28:42,45.75218,3.09652,o1;n3;o3;n5;
489,3656225,Flavoparmelia caperata/soredians,2020-03-03 19:28:42,45.75218,3.09652,n4;
490,3656226,autre lichen foliacé,2020-03-03 19:28:42,45.75218,3.09652,e1;e2;o4;e5;
491,3656227,Physcia adscendens/tenella,2020-03-03 19:33:30,45.7521,3.09652,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;
492,3656228,Physcia aipolia/stellaris,2020-03-03 19:33:30,45.7521,3.09652,e1;e2;e3;e4;e5;o1;o2;o3;o4;o5;n1;s1;s2;n3;s3;n5;
493,3656229,Phaeophyscia orbicularis,2020-03-03 19:33:31,45.7521,3.09652,n1;s1;e1;n2;s2;e2;n3;s3;e3;n4;e4;
494,3656230,Candelaria concolor,2020-03-03 19:33:31,45.7521,3.09652,n1;s3;s4;n5;s5;o5;
495,3656231,Parmelia sulcata,2020-03-03 19:33:31,45.7521,3.09652,n3;n4;n5;
496,3656232,Pleurosticta acetabulum,2020-03-03 19:33:32,45.7521,3.09652,n1;n2;o3;
497,3656233,Physconia distorta,2020-03-03 19:33:32,45.7521,3.09652,n1;n4;
498,3656234,Flavoparmelia caperata/soredians,2020-03-03 19:33:32,45.7521,3.09652,n1;n2;n3;
499,3656235,autre lichen foliacé,2020-03-03 19:33:33,45.7521,3.09652,e1;e2;e3;e4;e5;s2;s3;
500,3656236,Physconia distorta,2020-03-03 19:33:33,45.7521,3.09652,n4;
501,3656237,Physcia adscendens/tenella,2020-03-03 19:38:15,45.75203,3.09649,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;o1;o2;o3;o4;o5;e1;e2;e3;
502,3656238,Physcia aipolia/stellaris,2020-03-03 19:38:16,45.75203,3.09649,n1;n2;n3;n4;n5;s1;s2;s3;s4;s5;e1;e2;e3;e4;e5;o1;o2;
503,3656239,Phaeophyscia orbicularis,2020-03-03 19:38:16,45.75203,3.09649,e1;e2;e3;e4;e5;o2;s3;o3;o5;
504,3656240,Candelaria concolor,2020-03-03 19:38:19,45.75203,3.09649,o2;s3;o3;o4;s5;o5;
505,3656241,Parmelia sulcata,2020-03-03 19:38:19,45.75203,3.09649,n1;n2;n3;n4;n5;o1;o2;o3;o4;o5;s2;s4;
