Identifiant,Espèce,id_site,id_arbre
3799861,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3799862,Melanelixia glabratula/subaurifera,nannan,
3799863,Evernia prunastri (L.) Ach. [1810],nannan,
3799864,Parmelia sulcata ,nannan,
3799865,autres Melanohalea,nannan,
3799866,Amandinea punctata/Lecidella elaeochroma,nannan,
3799867,Lecanora sp.,nannan,
3799868,Flavoparmelia caperata/soredians,nannan,
3799869,Hypogymnia physodes/tubulosa,nannan,
3799870,Candelaria concolor ,nannan,
3799871,Melanohalea exasperata ,nannan,
3799872,autre lichen foliacé,nannan,
3799873,Physcia aipolia/stellaris,nannan,
3799874,Physcia adscendens/tenella,nannan,
3799875,Physconia distorta ,nannan,
3799876,Melanelixia glabratula/subaurifera,nannan,
3799877,Parmelina tiliacea/pastillifera,nannan,
3800688,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3800689,Candelaria concolor ,nannan,
3800690,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3800691,autre lichen crustacé,nannan,
3802749,Evernia prunastri (L.) Ach. [1810],nannan,
3802750,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3802751,autre lichen foliacé,nannan,
3802752,Parmelia sulcata ,nannan,
3802753,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3802754,Melanohalea exasperata ,nannan,
3802755,Melanelixia glabratula/subaurifera,nannan,
3802756,Physconia distorta ,nannan,
3802757,Physcia adscendens/tenella,nannan,
3802758,Ramalina fraxinea (L.) Ach. [1810],nannan,
3802759,Physcia aipolia/stellaris,nannan,
3802760,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3802761,Lecanora sp.,nannan,
3802762,autres Melanohalea,nannan,
3802763,Evernia prunastri (L.) Ach. [1810],nannan,
3802764,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3802765,autre lichen foliacé,nannan,
3802766,Parmelia sulcata ,nannan,
3802767,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3802768,Melanohalea exasperata ,nannan,
3802769,Physconia distorta ,nannan,
3802770,Physcia adscendens/tenella,nannan,
3802771,Ramalina fraxinea (L.) Ach. [1810],nannan,
3802772,Physcia aipolia/stellaris,nannan,
3802773,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3802774,autres Melanohalea,nannan,
3802775,Evernia prunastri (L.) Ach. [1810],nannan,
3802776,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3802777,Parmelia sulcata ,nannan,
3802778,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3802779,Melanohalea exasperata ,nannan,
3802780,Melanelixia glabratula/subaurifera,nannan,
3802781,Physconia distorta ,nannan,
3802782,Physcia adscendens/tenella,nannan,
3802783,Ramalina fraxinea (L.) Ach. [1810],nannan,
3802784,Physcia aipolia/stellaris,nannan,
3802785,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3802786,Lecanora sp.,nannan,
3802787,Pseudevernia furfuracea (L.) Zopf [1903],nannan,
3802788,Physconia grisea (Lam.) Poelt [1965],nannan,
3802789,autre lichen foliacé,nannan,
3802790,Flavoparmelia caperata/soredians,nannan,
3803843,Evernia prunastri (L.) Ach. [1810],nannan,
3803844,Pseudevernia furfuracea (L.) Zopf [1903],nannan,
3803845,Candelariella sp.,nannan,
3803846,autre lichen foliacé,nannan,
3803847,Parmelia sulcata ,nannan,
3803848,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3803849,Physconia distorta ,nannan,
3803850,Melanelixia glabratula/subaurifera,nannan,
3803851,Hypogymnia physodes/tubulosa,nannan,
3803852,Punctelia sp.,nannan,
3803853,Physcia aipolia/stellaris,nannan,
3803854,Lecanora sp.,nannan,
3803855,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3803856,Melanohalea exasperata ,nannan,
3803857,Evernia prunastri (L.) Ach. [1810],nannan,
3803858,Pseudevernia furfuracea (L.) Zopf [1903],nannan,
3803859,Candelariella sp.,nannan,
3803860,Parmelia sulcata ,nannan,
3803861,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3803862,Physconia distorta ,nannan,
3803863,Melanelixia glabratula/subaurifera,nannan,
3803864,Hypogymnia physodes/tubulosa,nannan,
3803865,Physcia aipolia/stellaris,nannan,
3803866,Lecanora sp.,nannan,
3803867,Melanohalea exasperata ,nannan,
3803868,Ramalina fraxinea (L.) Ach. [1810],nannan,
3803869,Physcia adscendens/tenella,nannan,
3803870,Evernia prunastri (L.) Ach. [1810],nannan,
3803871,Parmelia sulcata ,nannan,
3803872,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3803873,Physconia distorta ,nannan,
3803874,Melanelixia glabratula/subaurifera,nannan,
3803875,Hypogymnia physodes/tubulosa,nannan,
3803876,Physcia aipolia/stellaris,nannan,
3803877,Lecanora sp.,nannan,
3803878,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3803879,Melanohalea exasperata ,nannan,
3803880,Ramalina fraxinea (L.) Ach. [1810],nannan,
3803881,Physcia adscendens/tenella,nannan,
3803882,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3803883,autres Melanohalea,nannan,
3803884,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3804400,Physcia adscendens/tenella,nannan,
3804401,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804402,Candelaria concolor ,nannan,
3804403,Physconia grisea (Lam.) Poelt [1965],nannan,
3804404,Physcia leptalea (Ach.) DC. [1805],nannan,
3804407,Physcia adscendens/tenella,nannan,
3804408,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804409,Candelaria concolor ,nannan,
3804410,Physconia grisea (Lam.) Poelt [1965],nannan,
3804411,Physcia leptalea (Ach.) DC. [1805],nannan,
3804412,Physconia distorta ,nannan,
3804413,Melanelixia glabratula/subaurifera,nannan,
3804415,Ramalina farinacea (L.) Ach. [1810],nannan,
3804416,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804417,Physcia adscendens/tenella,nannan,
3804418,autre lichen crustacé,nannan,
3804461,Amandinea punctata/Lecidella elaeochroma,nannan,
3804462,Melanohalea exasperata ,nannan,
3804463,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3804464,Candelariella sp.,nannan,
3804592,Parmelia sulcata ,nannan,
3804593,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804594,Ramalina farinacea (L.) Ach. [1810],nannan,
3804595,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804596,Candelaria concolor ,nannan,
3804597,Parmelia saxatilis (L.) Ach. [1803],nannan,
3804598,autre lichen crustacé,nannan,
3804599,Physcia adscendens/tenella,nannan,
3804600,Parmelia sulcata ,nannan,
3804601,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804602,Physcia adscendens/tenella,nannan,
3804603,Candelaria concolor ,nannan,
3804604,Pertusaria pertusa ,nannan,
3804605,Candelaria concolor ,nannan,
3804606,Diploicia canescens (Dicks.) A.Massal. [1852],nannan,
3804607,Candelariella sp.,nannan,
3804608,Amandinea punctata/Lecidella elaeochroma,nannan,
3804609,Flavoparmelia caperata/soredians,nannan,
3804610,Parmelina tiliacea/pastillifera,nannan,
3804611,Ramalina fastigiata (Pers.) Ach. [1810],nannan,
3804612,Pseudevernia furfuracea (L.) Zopf [1903],nannan,
3804613,Parmelina tiliacea/pastillifera,nannan,
3804614,Pertusaria pertusa ,nannan,
3804615,Physconia grisea (Lam.) Poelt [1965],nannan,
3804616,Ramalina fastigiata (Pers.) Ach. [1810],nannan,
3804617,Amandinea punctata/Lecidella elaeochroma,nannan,
3804618,Amandinea punctata/Lecidella elaeochroma,nannan,
3804619,Pertusaria pertusa ,nannan,
3804620,Pertusaria pertusa ,nannan,
3804621,Parmelia sulcata ,nannan,
3804622,Parmelia sulcata ,nannan,
3804663,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3804664,Candelaria concolor ,nannan,
3804665,Flavoparmelia caperata/soredians,nannan,
3804667,Amandinea punctata/Lecidella elaeochroma,nannan,
3804668,Flavoparmelia caperata/soredians,nannan,
3804669,Flavoparmelia caperata/soredians,nannan,
3804670,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3804671,Candelaria concolor ,nannan,
3804672,Amandinea punctata/Lecidella elaeochroma,nannan,
3804673,Parmelina tiliacea/pastillifera,nannan,
3804677,Amandinea punctata/Lecidella elaeochroma,nannan,
3804678,Candelaria concolor ,nannan,
3804679,Physcia adscendens/tenella,nannan,
3804680,Flavoparmelia caperata/soredians,nannan,
3804681,autre lichen fruticuleux,nannan,
3804682,Amandinea punctata/Lecidella elaeochroma,nannan,
3804683,Candelaria concolor ,nannan,
3804684,Physcia adscendens/tenella,nannan,
3804685,Flavoparmelia caperata/soredians,nannan,
3804686,Punctelia sp.,nannan,
3805746,Evernia prunastri (L.) Ach. [1810],nannan,
3805747,Ramalina fraxinea (L.) Ach. [1810],nannan,
3805748,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3805749,autre lichen foliacé,nannan,
3805750,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3805751,Melanohalea exasperata ,nannan,
3805752,Melanelixia glabratula/subaurifera,nannan,
3805753,Parmelia sulcata ,nannan,
3805754,Physconia distorta ,nannan,
3805755,Physconia grisea (Lam.) Poelt [1965],nannan,
3805756,Physcia aipolia/stellaris,nannan,
3805757,Physcia adscendens/tenella,nannan,
3805758,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3805759,Lecanora sp.,nannan,
3805760,Amandinea punctata/Lecidella elaeochroma,nannan,
3805761,autre lichen foliacé,nannan,
3805762,Punctelia sp.,nannan,
3805763,Evernia prunastri (L.) Ach. [1810],nannan,
3805764,Ramalina fraxinea (L.) Ach. [1810],nannan,
3805765,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3805766,autre lichen foliacé,nannan,
3805767,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3805768,Melanohalea exasperata ,nannan,
3805769,Melanelixia glabratula/subaurifera,nannan,
3805770,Parmelia sulcata ,nannan,
3805771,Physconia distorta ,nannan,
3805772,Physconia grisea (Lam.) Poelt [1965],nannan,
3805773,Physcia aipolia/stellaris,nannan,
3805774,Physcia adscendens/tenella,nannan,
3805775,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3805776,Lecanora sp.,nannan,
3805777,Amandinea punctata/Lecidella elaeochroma,nannan,
3805778,Evernia prunastri (L.) Ach. [1810],nannan,
3805779,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3805780,autre lichen foliacé,nannan,
3805781,Melanohalea exasperata ,nannan,
3805782,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3805783,Melanelixia glabratula/subaurifera,nannan,
3805784,Parmelia sulcata ,nannan,
3805785,Physconia distorta ,nannan,
3805786,Physcia aipolia/stellaris,nannan,
3805787,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3805788,Lecanora sp.,nannan,
3805789,autre lichen foliacé,nannan,
3805790,Candelaria concolor ,nannan,
3806796,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3806797,autre lichen foliacé,nannan,
3806798,Physcia aipolia/stellaris,nannan,
3806799,Physcia adscendens/tenella,nannan,
3806800,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3806801,Lecanora sp.,nannan,
3806802,Candelaria concolor ,nannan,
3806803,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3806804,Amandinea punctata/Lecidella elaeochroma,nannan,
3806805,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3806806,autre lichen foliacé,nannan,
3806807,Physcia aipolia/stellaris,nannan,
3806808,Physcia adscendens/tenella,nannan,
3806809,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3806810,Lecanora sp.,nannan,
3806811,Candelaria concolor ,nannan,
3806812,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3806813,Amandinea punctata/Lecidella elaeochroma,nannan,
3806814,autre lichen foliacé,nannan,
3806815,Pleurosticta acetabulum (Neck.) Elix & Lumbsch [1988],nannan,
3806816,Physconia distorta ,nannan,
3806817,Candelariella sp.,nannan,
3806820,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3806821,autre lichen foliacé,nannan,
3806822,Physcia aipolia/stellaris,nannan,
3806823,Physcia adscendens/tenella,nannan,
3806824,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3806825,Lecanora sp.,nannan,
3806826,Candelaria concolor ,nannan,
3806827,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3806828,Amandinea punctata/Lecidella elaeochroma,nannan,
3806829,autre lichen foliacé,nannan,
3806830,Flavoparmelia caperata/soredians,nannan,
3807840,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3807841,Candelariella sp.,nannan,
3807842,autre lichen foliacé,nannan,
3807843,Candelaria concolor ,nannan,
3807844,Physcia adscendens/tenella,nannan,
3807845,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3807846,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3807847,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3807848,Candelariella sp.,nannan,
3807849,autre lichen foliacé,nannan,
3807850,Candelaria concolor ,nannan,
3807851,Physcia adscendens/tenella,nannan,
3807852,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3807853,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3807854,Amandinea punctata/Lecidella elaeochroma,nannan,
3807855,Lecanora sp.,nannan,
3807856,Xanthoria parietina (L.) Th.Fr. [1860],nannan,
3807857,Candelariella sp.,nannan,
3807858,autre lichen foliacé,nannan,
3807859,Physcia adscendens/tenella,nannan,
3807860,Phaeophyscia orbicularis (Neck.) Moberg [1977],nannan,
3807861,Hyperphyscia adglutinata (Flörke) H.Mayrhofer & Poelt [1979],nannan,
3807862,Amandinea punctata/Lecidella elaeochroma,nannan,
3807863,Lecanora sp.,nannan,
3807864,autre lichen foliacé,nannan,
