"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur,"Cohérence entre la localité et les coordonnées GPS","Précision de la localisation",Station,"Indicateur de fiabilité","Détermination validée sur IdentiPlante","Score IdentiPlante",Abondance,Phénologie,"Présence d'un échantillon d'herbier","Date Création","Date Modification",Transmis,"Date Transmission",Observateur,"Structure de l'observateur",Déterminateur,"Source bibliographique",ext:altitude-releve,ext:circonference,ext:face-ombre,ext:latitude-releve,ext:longitude-releve,ext:num_arbre,ext:rue,ext:rue-arbres,ext:id_obs_arbre,ext:loc-sur-tronc,ext:com-arbres,ext:latitude-arbres,ext:longitude-arbres,ext:altitude-arbres
urn:lsid:tela-botanica.org:cel:3617396,3617396,"Acer campestre L. [1753]",141,"Acer campestre L. [1753]",141,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,3,0,,,,0,"2019-09-02 09:55:41","2019-09-02 09:55:41",oui,"2019-09-02 09:55:41",,,,,127,50,aucune,48.874811,2.207715,2,"Rue du Calvaire","Rue du Calvaire",,,,,,
urn:lsid:tela-botanica.org:cel:3617397,3617397,"Acer saccharinum L. [1753]",219,"Acer saccharinum L. [1753]",219,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,3,0,,,,0,"2019-09-02 09:55:41","2019-09-02 09:55:41",oui,"2019-09-02 09:55:41",,,,,127,45,aucune,48.874811,2.207715,3,"Rue du Calvaire","Rue du Calvaire",,,,,,
urn:lsid:tela-botanica.org:cel:3617400,3617400,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:19","2019-09-02 10:01:20",oui,"2019-09-02 10:01:19",,,,,,,,,,,"Rue du Calvaire",,3617397,n1;e1;e2;n3;e3;n4;n5;,,,,
urn:lsid:tela-botanica.org:cel:3617401,3617401,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:20","2019-09-02 10:01:20",oui,"2019-09-02 10:01:20",,,,,,,,,,,"Rue du Calvaire",,3617397,e1;o1;e2;o2;n3;s3;e3;o3;s4;e4;o4;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617402,3617402,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:21","2019-09-02 10:01:21",oui,"2019-09-02 10:01:21",,,,,,,,,,,"Rue du Calvaire",,3617397,o1;n2;e2;o2;n3;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617403,3617403,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:21","2019-09-02 10:01:22",oui,"2019-09-02 10:01:21",,,,,,,,,,,"Rue du Calvaire",,3617397,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617404,3617404,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:22","2019-09-02 10:01:23",oui,"2019-09-02 10:01:22",,,,,,,,,,,"Rue du Calvaire",,3617397,s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;s4;e4;o4;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617405,3617405,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:23","2019-09-02 10:01:23",oui,"2019-09-02 10:01:23",,,,,,,,,,,"Rue du Calvaire",,3617397,e1;o1;s2;e2;o2;s3;e3;o3;s4;e4;o4;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617406,3617406,"Diploicia canescens",59593,"Diploicia canescens",59593,,taxref,"à déterminer","observation de terrain",widget,1,48.87474,2.20762,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:23","2019-09-02 10:01:24",oui,"2019-09-02 10:01:23",,,,,,,,,,,"Rue du Calvaire",,3617397,n1;s1;e1;o1;n2;e2;n3;s3;e3;n4;s4;n5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3617407,3617407,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:24","2019-09-02 10:01:25",oui,"2019-09-02 10:01:24",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;o1;n2;e2;o2;n3;e3;o3;n4;e4;o4;n5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617408,3617408,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:25","2019-09-02 10:01:25",oui,"2019-09-02 10:01:25",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;n2;s2;e2;n3;s3;e3;n4;s4;e4;n5;s5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3617409,3617409,"Physcia aipolia/stellaris",196232,"Physcia aipolia/stellaris",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:01:25","2019-09-02 10:01:26",oui,"2019-09-02 10:01:25",,,,,,,,,,,"Rue du Calvaire",,0,o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617413,3617413,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:26","2019-09-02 10:13:27",oui,"2019-09-02 10:13:26",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617414,3617414,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:27","2019-09-02 10:13:28",oui,"2019-09-02 10:13:27",,,,,,,,,,,"Rue du Calvaire",,0,n1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617415,3617415,"Physcia aipolia/stellaris",196232,"Physcia aipolia/stellaris",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:28","2019-09-02 10:13:29",oui,"2019-09-02 10:13:28",,,,,,,,,,,"Rue du Calvaire",,0,n1;o1;o2;o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617416,3617416,"Diploicia canescens",59593,"Diploicia canescens",59593,,taxref,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:29","2019-09-02 10:13:29",oui,"2019-09-02 10:13:29",,,,,,,,,,,"Rue du Calvaire",,0,n1;o1;o2;e3;o3;n4;e4;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617417,3617417,"autre lichen crustacé",,"autre lichen crustacé",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,48.87484,2.20773,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:30","2019-09-02 10:13:30",oui,"2019-09-02 10:13:30",,,,,,,,,,,"Rue du Calvaire",,0,o4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3617418,3617418,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:30","2019-09-02 10:13:31",oui,"2019-09-02 10:13:30",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617419,3617419,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:31","2019-09-02 10:13:32",oui,"2019-09-02 10:13:31",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617420,3617420,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:32","2019-09-02 10:13:32",oui,"2019-09-02 10:13:32",,,,,,,,,,,"Rue du Calvaire",,0,s1;s2;,,,,
urn:lsid:tela-botanica.org:cel:3617421,3617421,"autre lichen crustacé",,"autre lichen crustacé",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:33","2019-09-02 10:13:33",oui,"2019-09-02 10:13:33",,,,,,,,,,,"Rue du Calvaire",,0,s2;o2;,,,,
urn:lsid:tela-botanica.org:cel:3617422,3617422,"Pleurosticta acetabulum",660486,"Pleurosticta acetabulum",660486,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:13:34","2019-09-02 10:13:34",oui,"2019-09-02 10:13:34",,,,,,,,,,,"Rue du Calvaire",,0,e1;e2;e3;e4;e5;,,,,
urn:lsid:tela-botanica.org:cel:3617423,3617423,"Flavoparmelia caperata/soredians",652940,"Flavoparmelia caperata/soredians",652940,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:01","2019-09-02 10:19:02",oui,"2019-09-02 10:19:01",,,,,,,,,,,"Rue du Calvaire",,0,o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617424,3617424,"Parmelia sulcata",58889,"Parmelia sulcata",58889,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/01/16,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:02","2019-09-02 10:19:03",oui,"2019-09-02 10:19:02",,,,,,,,,,,"Rue du Calvaire",,0,o3;o4;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617425,3617425,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:03","2019-09-02 10:19:04",oui,"2019-09-02 10:19:03",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617426,3617426,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:04","2019-09-02 10:19:05",oui,"2019-09-02 10:19:04",,,,,,,,,,,"Rue du Calvaire",,0,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3617427,3617427,"Diploicia canescens",59593,"Diploicia canescens",59593,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:05","2019-09-02 10:19:06",oui,"2019-09-02 10:19:05",,,,,,,,,,,"Rue du Calvaire",,0,n1;e1;o1;n2;e2;o2;n3;e3;o3;n4;e4;o4;n5;e5;,,,,
urn:lsid:tela-botanica.org:cel:3617428,3617428,"Amandinea punctata/Lecidella elaeochroma",,"Amandinea punctata/Lecidella elaeochroma",,,Autre/inconnu,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:07","2019-09-02 10:19:07",oui,"2019-09-02 10:19:07",,,,,,,,,,,"Rue du Calvaire",,0,n1;e1;n2;o2;n4;,,,,
urn:lsid:tela-botanica.org:cel:3617429,3617429,"Hyperphyscia adglutinata",59213,"Hyperphyscia adglutinata",59213,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:08","2019-09-02 10:19:08",oui,"2019-09-02 10:19:08",,,,,,,,,,,"Rue du Calvaire",,0,n1;o1;o2;,,,,
urn:lsid:tela-botanica.org:cel:3617430,3617430,"Flavoparmelia caperata/soredians",652940,"Flavoparmelia caperata/soredians",652940,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:08","2019-09-02 10:19:09",oui,"2019-09-02 10:19:08",,,,,,,,,,,"Rue du Calvaire",,0,s1;e1;o1;s2;e2;o2;o3;o4;s5;,,,,
urn:lsid:tela-botanica.org:cel:3617431,3617431,"Melanohalea exasperata",659402,"Melanohalea exasperata",659402,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:09","2019-09-02 10:19:10",oui,"2019-09-02 10:19:09",,,,,,,,,,,"Rue du Calvaire",,0,s3;s4;s5;,,,,
urn:lsid:tela-botanica.org:cel:3617432,3617432,"Parmelia sulcata",58889,"Parmelia sulcata",58889,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:10","2019-09-02 10:19:11",oui,"2019-09-02 10:19:10",,,,,,,,,,,"Rue du Calvaire",,0,e3;,,,,
urn:lsid:tela-botanica.org:cel:3617433,3617433,"Physcia leptalea",59906,"Physcia leptalea",59906,,taxref,"à déterminer","observation de terrain",widget,1,48.87469,2.20788,WGS84,FR,Nanterre,92050,,127,,,2019/07/25,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Jeanne Godin  (http://www.tela-botanica.org/profil:52413)",,,,2,0,,,,0,"2019-09-02 10:19:45","2019-09-02 10:19:45",oui,"2019-09-02 10:19:45",,,,,,,,,,,"Rue du Calvaire",,0,o2;,,,,
urn:lsid:tela-botanica.org:cel:3619836,3619836,"Acer palmatum Thunb. [1784]",132,"Acer palmatum Thunb. [1784]",132,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.53043,3.21427,WGS84,FR,Genech,,,45,,,2019/09/06,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"valérie berquer  (http://www.tela-botanica.org/profil:52506)",,,,3,0,,,,0,"2019-09-06 16:09:48","2019-09-06 16:09:48",oui,"2019-09-06 16:09:48",,,,,45,47,nord;ouest,50.530571,3.214133,1,"du chateau","Rue de la Libération",,,,,,
urn:lsid:tela-botanica.org:cel:3619837,3619837,"Acer palmatum Thunb. [1784]",132,"Acer palmatum Thunb. [1784]",132,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.53057,3.21413,WGS84,FR,Genech,,,45,,,2019/09/06,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"valérie berquer  (http://www.tela-botanica.org/profil:52506)",,,,3,0,,,,0,"2019-09-06 16:09:49","2019-09-06 16:09:49",oui,"2019-09-06 16:09:49",,,,,45,45,nord,50.530571,3.214133,2,"du chateau",,,,,,,
urn:lsid:tela-botanica.org:cel:3619838,3619838,"Acer palmatum Thunb. [1784]",132,"Acer palmatum Thunb. [1784]",132,Sapindaceae,bdtfx,certain,"observation de terrain",widget,1,50.53057,3.21413,WGS84,FR,Genech,,,45,,,2019/09/06,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"valérie berquer  (http://www.tela-botanica.org/profil:52506)",,,,3,0,,,,0,"2019-09-06 16:09:49","2019-09-06 16:09:49",oui,"2019-09-06 16:09:49",,,,,45,49,nord;sud;est,50.530571,3.214133,3,"du chateau",,,,,,,
urn:lsid:tela-botanica.org:cel:3631960,3631960,"Malus Mill. [1754]",86762,"Malus Mill. [1754]",86762,Rosaceae,bdtfx,certain,"observation de terrain",widget,1,43.59973,1.42991,WGS84,FR,Toulouse,31555,,141,,,2019/10/22,"jardin public raymond VI Certitude : certaine",tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo",,,"Isabelle Della Schiava  (http://www.tela-botanica.org/profil:52277)",,,,3,0,,,,0,"2019-10-22 14:53:53","2019-10-22 14:53:53",oui,"2019-10-22 14:53:53",,,,,139,70,aucune,43.599721,1.430025,1,"Allées Charles de Fitte","Allées Charles de Fitte",,,"face Nord : champignon lichenicole dans la case 4-5",,,
urn:lsid:tela-botanica.org:cel:3631961,3631961,"Physcia adscendens/tenella",196232,"Physcia adscendens/tenella",196232,,taxref,"à déterminer","observation de terrain",widget,1,43.59973,1.42991,WGS84,FR,Toulouse,31555,,141,,,2019/10/22,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Isabelle Della Schiava  (http://www.tela-botanica.org/profil:52277)",,,,2,0,,,,0,"2019-10-22 15:01:37","2019-10-22 15:01:38",oui,"2019-10-22 15:01:37",,,,,,,,,,,"Allées Charles de Fitte",,3631960,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3631962,3631962,"Xanthoria parietina",59568,"Xanthoria parietina",59568,,taxref,"à déterminer","observation de terrain",widget,1,43.59973,1.42991,WGS84,FR,Toulouse,31555,,141,,,2019/10/22,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Isabelle Della Schiava  (http://www.tela-botanica.org/profil:52277)",,,,2,0,,,,0,"2019-10-22 15:01:38","2019-10-22 15:01:39",oui,"2019-10-22 15:01:38",,,,,,,,,,,"Allées Charles de Fitte",,3631960,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3631963,3631963,"Phaeophyscia orbicularis",59961,"Phaeophyscia orbicularis",59961,,taxref,"à déterminer","observation de terrain",widget,1,43.59973,1.42991,WGS84,FR,Toulouse,31555,,141,,,2019/10/22,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Isabelle Della Schiava  (http://www.tela-botanica.org/profil:52277)",,,,2,0,,,,0,"2019-10-22 15:01:39","2019-10-22 15:01:40",oui,"2019-10-22 15:01:39",,,,,,,,,,,"Allées Charles de Fitte",,3631960,n1;s1;e1;o1;n2;s2;e2;o2;n3;s3;e3;o3;n4;s4;e4;o4;n5;s5;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3631964,3631964,"Hyperphyscia adglutinata",59213,"Hyperphyscia adglutinata",59213,,taxref,"à déterminer","observation de terrain",widget,1,43.59973,1.42991,WGS84,FR,Toulouse,31555,,141,,,2019/10/22,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Isabelle Della Schiava  (http://www.tela-botanica.org/profil:52277)",,,,2,0,,,,0,"2019-10-22 15:01:41","2019-10-22 15:01:42",oui,"2019-10-22 15:01:41",,,,,,,,,,,"Allées Charles de Fitte",,3631960,e1;e2;o2;e3;o3;e4;o4;e5;o5;,,,,
urn:lsid:tela-botanica.org:cel:3631965,3631965,"Candelaria concolor",58792,"Candelaria concolor",58792,,taxref,"à déterminer","observation de terrain",widget,1,43.59973,1.42991,WGS84,FR,Toulouse,31555,,141,,,2019/10/22,,tb_lichensgo,"Projets coopératifs,WidgetSaisie,tb_lichensgo,lichens",,,"Isabelle Della Schiava  (http://www.tela-botanica.org/profil:52277)",,,,2,0,,,,0,"2019-10-22 15:01:42","2019-10-22 15:01:42",oui,"2019-10-22 15:01:42",,,,,,,,,,,"Allées Charles de Fitte",,3631960,o1;o2;o3;o4;e5;o5;,,,,
